Username,Vidname,Hours,Minutes,Seconds,Total
Jung,Jigsaw_hook_primary_16x9,15,24,47,55487
Jung,Scooby-Doo_hook_primary_16x9,15,16,35,54995
Jung,Darkest Hour_hook_04_16x9,15,11,47,54707
Jung,It Follows_hook_primary_16x9,15,9,42,54582
Jung,The Matrix_hook_primary_16x9,15,9,22,54562
Jung,Full Metal Jacket_hook_primary_16x9,15,8,12,54492
Jung,Lone Survivor_hook_03_16x9,15,8,2,54482
Jung,The Big Short_hook_primary_16x9,15,7,24,54444
Jung,Fifty Shades Freed_hook_02_16x9,15,6,10,54370
Jung,The Babysitter (Trailer),15,5,0,54300
Jung,Bird Box Podular,15,3,41,54221
Jung,Hangman_hook_primary_16x9,15,1,23,54083
Jung,The Invisible Guest,14,59,42,53982
Jung,The Invisible Guest_hook_primary_16x9,14,59,31,53971
Jung,Trailer 2,14,54,41,53681
Jung,Circle,14,48,8,53288
Jung,Triple Frontier (Trailer),14,45,0,53100
Jung,Grown Ups_hook_primary_16x9,14,43,5,52985
Jung,Fifty Shades Freed_hook_01_16x9,14,42,16,52936
Jung,Harry Potter and the Sorcerer's Stone,14,33,45,52425
Jung,The Club,14,20,53,51653
Jung,The Irishman_shortpreview_9x16,14,17,33,51453
Jung,Zodiac_hook_01_16x9,14,13,5,51185
Jung,Contagion,14,11,1,51061
Jung,Paradise PD_shortpreview_9x16,14,3,31,50611
Jung,Fanatyk,13,46,48,49608
Jung,Focus,13,17,32,47852
Jung,Fracture_hook_primary_16x9,13,17,10,47830
Jung,Season 6 Trailer 2,13,17,4,47824
Jung,The Hangover,13,15,59,47759
Jung,Wołyń_hook_primary_16x9,13,15,15,47715
Jung,Go Karts (Portrait Product Preview),13,14,40,47680
Jung,Wounds (Portrait Product Preview),13,13,57,47637
Jung,The Do-Over_shortPreview_9x16,13,13,16,47596
Jung,The Babysitter_shortPreview_9x16,13,12,21,47541
Jung,Uncut Gems (Portrait Product Preview),13,11,39,47499
Jung,The Ritual_ShortPreview_9x16,13,10,55,47455
Jung,Cam_shortpreview_9x16,13,10,16,47416
Jung,Gerald's Game_shortPreview_9x16,13,9,22,47362
Jung,In the Tall Grass (Portrait Product Preview),13,8,44,47324
Jung,Scarface_hook_primary_16x9,13,7,9,47229
Jung,2012_hook_primary_16x9,13,7,1,47221
Jung,Truth Or Dare (Unrated Director’s Cut)_hook_03_16x9,13,4,49,47089
Jung,The Dark Knight_hook_primary_16x9,13,4,19,47059
Jung,Gone Girl_hook_primary_16x9,13,3,54,47034
Jung,Jesteś Bogiem_hook_03_16x9,12,51,51,46311
Jung,Blow,12,37,9,45429
Jung,Bird Box_shortpreview_9x16,12,36,2,45362
Jung,Glow Up,11,46,47,42407
Jung,True Story_hook_primary_16x9,11,46,39,42399
Jung,Safe_hook_primary_16x9,11,46,2,42362
Jung,With Fire and Sword_hook_02_16x9,11,45,8,42308
Jung,Damaged_hook_01_16x9,11,44,57,42297
Jung,Season 5 Trailer,11,44,42,42282
Jung,Hold the Dark (Trailer),11,44,0,42240
Jung,This Is 40,11,43,22,42202
Jung,Paradise Beach (Trailer),11,42,45,42165
Jung,Caliphate,11,41,59,42119
Jung,The Eccentrics,11,41,21,42081
Jung,Wołyń,11,40,23,42023
Jung,Ultraviolet,11,35,13,41713
Jung,Clergy_hook_primary_16x9,11,32,34,41554
Jung,Earth and Blood (Trailer),11,31,52,41512
Jung,Marcella (Trailer),11,31,28,41488
Jung,Deadwind (Trailer),11,26,0,41160
Jung,Death to 2020,11,19,58,40798
Jung,Modern Family,11,9,46,40186
Jung,The Perfection (Trailer),10,6,15,36375
Jung,Animas_hook_primary_16x9,9,12,59,33179
Jung,Clinical (Trailer),9,12,28,33148
Jung,Wounds (Trailer),9,11,0,33060
Jung,Case 39_hook_primary_16x9,9,9,28,32968
Jung,Cam ,9,7,36,32856
Jung,The Ritual (Trailer),9,6,53,32813
Jung,Czerwony pająk,8,30,5,30605
Jung,Historia Roja_hook_primary_16x9,8,28,15,30495
Jung,Clergy_hook_05_16x9,8,28,8,30488
Jung,The Lynx_hook_03_16x9,8,27,26,30446
Jung,Don't leave me_hook_03_16x9,8,27,18,30438
Jung,The Reconciliation_hook_01_16x9,8,25,59,30359
Jung,The Last Family_hook_02_16x9,8,24,9,30249
Jung,The Winner_hook_03_16x9,8,22,40,30160
Jung,The Spiral_hook_primary_16x9,8,22,12,30132
Jung,The spiral,8,21,30,30090
Jung,Kid-E-Cats,8,19,30,29970
Jung,Masha and the Bear,8,19,7,29947
Jung,THEMIDNIGHTSKY_CLIP_INCITINGINCIDENT,8,16,10,29770
Jung,Trailer Park Boys Live In F**kin' Dublin (Trailer),8,15,8,29708
Jung,Plac Zabaw,8,12,11,29531
Jung,Polityka_hook_01_16x9,6,48,9,24489
Jung,The Devil All The Time,6,5,39,21939
Jung,Chilling Adventures of Sabrina,6,2,14,21734
Jung,Polityka_hook_primary_16x9,5,56,53,21413
Jung,Family Business,5,49,36,20976
Jung,Split_hook_primary_16x9,4,38,25,16705
Jung,Git_hook_02_16x9,4,22,56,15776
Jung,All My Friends Are Dead,3,46,39,13599
Jung,After Life,3,42,43,13363
Jung,Easy,3,21,13,12073
Jung,Hot Girls Wanted (Trailer),3,21,3,12063
Jung,The Naked Director,3,20,45,12045
Jung,The Platform,3,5,25,11125
Jung,21_Manualhook_2_16x9,3,2,58,10978
Jung,Merlin,2,46,59,10019
Jung,The Intern_hook_primary_16x9,2,45,46,9946
Jung,Men in Black_hook_primary_16x9,2,45,39,9939
Jung,THEMIDNIGHTSKY_CLIP_GENRE,2,40,4,9604
Jung,Welcome to Nairobi's Team,2,33,16,9196
Jung,Ostatni klaps_hook_primary_16x9,2,12,28,7948
Jung,Clip 4,2,12,13,7933
Jung,The Walking Dead,2,11,13,7873
Jung,Teaser 2,2,3,22,7402
Jung,Designated Survivor,1,52,47,6767
Jung,Doom_hook_primary_16x9,1,51,56,6716
Jung,Prisoners_hook_primary_16x9,1,31,48,5508
Jung,Testosteron_hook_03_16x9,1,30,21,5421
Jung,Floor Is Lava,1,13,22,4402
Jung,Marianne,1,10,54,4254
Jung,Ghoul,1,10,32,4232
Jung,Ares (Trailer),1,10,15,4215
Jung,Immortals (Trailer),1,10,3,4203
Jung,October Faction,1,9,40,4180
Jung,The Da Vinci Code,1,9,32,4172
Jung,Slasher,1,8,37,4117
Jung,How to Lose a Guy in 10 Days_Manualhook_7_16x9,1,7,33,4053
Jung,Jackass 3_hook_primary_16x9,1,7,24,4044
Jung,Stranger Things (Trailer 2),1,6,54,4014
Jung,Pokémon the Movie,1,3,15,3795
Jung,Puss in Boots_hook_primary_16x9,1,1,41,3701
Jung,Rango_hook_primary_16x9,1,0,22,3622
Jung,Ibiza (Trailer),0,59,46,3586
Jung,Fifty Shades of Black_hook_primary_16x9,0,57,55,3475
Jung,Hellboy II,0,56,20,3380
Jung,Hall Pass_hook_04_16x9,0,55,35,3335
Jung,Monty Python and the Holy Grail_hook_primary_16x9,0,55,10,3310
Jung,Transformers,0,54,27,3267
Jung,Clash of the Titans_hook_primary_16x9,0,54,9,3249
Jung,Travis Scott,0,52,35,3155
Jung,Polar (Trailer),0,52,1,3121
Jung,Indiana Jones and the Raiders of the Lost Ark_hook_primary_16x9,0,50,48,3048
Jung,iBOY (Trailer),0,50,15,3015
Jung,Eurotrip_hook_primary_16x9,0,49,8,2948
Jung,The Tourist_hook_primary_16x9,0,48,40,2920
Jung,2 Fast 2 Furious_hook_primary_16x9,0,47,32,2852
Jung,Indiana Jones and the Last Crusade_hook_04_16x9,0,46,2,2762
Jung,The Great Gatsby_hook_primary_16x9,0,44,41,2681
Jung,Dark Shadows_hook_primary_16x9,0,44,28,2668
Jung,The Prestige_hook_primary_16x9,0,44,8,2648
Jung,High Noon,0,43,42,2622
Jung,Big Mouth,0,43,41,2621
Jung,The Hateful Eight_hook_primary_16x9,0,43,26,2606
Jung,Fifty Shades Freed_hook_primary_16x9,0,43,23,2603
Jung,The Emoji Movie_hook_primary_16x9,0,41,55,2515
Jung,Just Go With It_hook_primary_16x9,0,40,56,2456
Jung,The Edge of Seventeen_hook_primary_16x9,0,40,18,2418
Jung,Limitless_hook_primary_16x9,0,40,4,2404
Jung,Mako Mermaids,0,39,50,2390
Jung,Dirty Dancing_hook_04_16x9,0,38,52,2332
Jung,Elle & Noah,0,38,42,2322
Jung,Power Rangers Beast Morphers,0,37,30,2250
Jung,Batman Begins_hook_01_16x9,0,37,12,2232
Jung,The DUFF_hook_04_16x9,0,37,6,2226
Jung,Mean Girls_hook_primary_16x9,0,36,17,2177
Jung,Fundamentals of Caring (Trailer),0,35,40,2140
Jung,We're the Millers_hook_primary_16x9,0,32,21,1941
Jung,Season 2 Recap,0,30,38,1838
Jung,Daddy's Home_hook_primary_16x9,0,29,3,1743
Jung,The Stepfather_hook_primary_16x9,0,27,59,1679
Jung,Code 8_hook_01_16x9,0,25,13,1513
Jung,Sherlock Holmes,0,24,54,1494
Jung,Secret Obsession (Trailer),0,21,10,1270
Jung,House of Cards,0,20,51,1251
Jung,How I Became a Gangster_hook_01_16x9,0,7,54,474
Jung,Too Hot to Handle,0,4,54,294
Jung,MILF (FR)_hook_05_16x9,0,2,25,145
