id_living_municipality	id_working_municipality	number_of_people	living_municipality	living_voivodeship	working_municipality	working_voivodeship
2604062	2604192	20	Górno	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604062	2610011	15	Górno	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604062	2611011	18	Górno	Świętokrzyskie	Starachowice	Świętokrzyskie
2604062	2661011	1108	Górno	Świętokrzyskie	Kielce	Świętokrzyskie
2604072	1465011	15	Łagów	Świętokrzyskie	Warszawa	Mazowieckie
2604072	2604102	13	Łagów	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604072	2604162	11	Łagów	Świętokrzyskie	Raków	Świętokrzyskie
2604072	2661011	154	Łagów	Świętokrzyskie	Kielce	Świętokrzyskie
2604082	0264011	19	Łopuszno	Świętokrzyskie	Wrocław	Dolnośląskie
2604082	0663011	11	Łopuszno	Świętokrzyskie	Lublin	Lubelskie
2604082	1465011	82	Łopuszno	Świętokrzyskie	Warszawa	Mazowieckie
2604082	2602034	10	Łopuszno	Świętokrzyskie	Małogoszcz - miasto	Świętokrzyskie
2604082	2604035	10	Łopuszno	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2604082	2604142	42	Łopuszno	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604082	2604172	18	Łopuszno	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604082	2604182	34	Łopuszno	Świętokrzyskie	Strawczyn	Świętokrzyskie
2604082	2613064	37	Łopuszno	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2604082	2661011	314	Łopuszno	Świętokrzyskie	Kielce	Świętokrzyskie
2604092	0264011	14	Masłów	Świętokrzyskie	Wrocław	Dolnośląskie
2604092	1261011	14	Masłów	Świętokrzyskie	Kraków	Małopolskie
2604092	1418044	19	Masłów	Świętokrzyskie	Piaseczno - miasto	Mazowieckie
2604092	1465011	51	Masłów	Świętokrzyskie	Warszawa	Mazowieckie
2604092	2477011	17	Masłów	Świętokrzyskie	Tychy	Śląskie
2604092	2604034	13	Masłów	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604092	2604062	15	Masłów	Świętokrzyskie	Górno	Świętokrzyskie
2604092	2604102	13	Masłów	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604092	2604122	12	Masłów	Świętokrzyskie	Morawica	Świętokrzyskie
2604092	2604142	14	Masłów	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604092	2604172	12	Masłów	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604092	2604192	22	Masłów	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604092	2611011	17	Masłów	Świętokrzyskie	Starachowice	Świętokrzyskie
2604092	2661011	1013	Masłów	Świętokrzyskie	Kielce	Świętokrzyskie
2604102	0264011	25	Miedziana Góra	Świętokrzyskie	Wrocław	Dolnośląskie
2604102	0663011	10	Miedziana Góra	Świętokrzyskie	Lublin	Lubelskie
2604102	1261011	12	Miedziana Góra	Świętokrzyskie	Kraków	Małopolskie
2604102	1465011	117	Miedziana Góra	Świętokrzyskie	Warszawa	Mazowieckie
2604102	2477011	14	Miedziana Góra	Świętokrzyskie	Tychy	Śląskie
2604102	2604034	12	Miedziana Góra	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604102	2604122	17	Miedziana Góra	Świętokrzyskie	Morawica	Świętokrzyskie
2604102	2604142	38	Miedziana Góra	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604102	2604172	15	Miedziana Góra	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604102	2604182	12	Miedziana Góra	Świętokrzyskie	Strawczyn	Świętokrzyskie
2604102	2604192	21	Miedziana Góra	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604102	2661011	1087	Miedziana Góra	Świętokrzyskie	Kielce	Świętokrzyskie
2604112	0264011	21	Mniów	Świętokrzyskie	Wrocław	Dolnośląskie
2604112	1465011	119	Mniów	Świętokrzyskie	Warszawa	Mazowieckie
2604112	2604102	38	Mniów	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604112	2604142	41	Mniów	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604112	2604182	19	Mniów	Świętokrzyskie	Strawczyn	Świętokrzyskie
2604112	2604192	19	Mniów	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604112	2605034	32	Mniów	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2604112	2605072	38	Mniów	Świętokrzyskie	Smyków	Świętokrzyskie
2604112	2605084	13	Mniów	Świętokrzyskie	Stąporków - miasto	Świętokrzyskie
2604112	2605085	16	Mniów	Świętokrzyskie	Stąporków - obszar wiejski	Świętokrzyskie
2604112	2610011	10	Mniów	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604112	2661011	449	Mniów	Świętokrzyskie	Kielce	Świętokrzyskie
2604122	0264011	21	Morawica	Świętokrzyskie	Wrocław	Dolnośląskie
2604122	0461011	11	Morawica	Świętokrzyskie	Bydgoszcz	Kujawsko-pomorskie
2604122	0663011	20	Morawica	Świętokrzyskie	Lublin	Lubelskie
2604122	1261011	11	Morawica	Świętokrzyskie	Kraków	Małopolskie
2604122	1465011	88	Morawica	Świętokrzyskie	Warszawa	Mazowieckie
2604122	2261011	10	Morawica	Świętokrzyskie	Gdańsk	Pomorskie
2604122	2477011	11	Morawica	Świętokrzyskie	Tychy	Śląskie
2604122	2604034	26	Morawica	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604122	2604035	15	Morawica	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2604122	2604102	28	Morawica	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604122	2604142	22	Morawica	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604122	2604152	14	Morawica	Świętokrzyskie	Pierzchnica	Świętokrzyskie
2604122	2604172	66	Morawica	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604122	2604192	11	Morawica	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604122	2661011	1220	Morawica	Świętokrzyskie	Kielce	Świętokrzyskie
2604132	0264011	11	Nowa Słupia	Świętokrzyskie	Wrocław	Dolnośląskie
2604132	1261011	10	Nowa Słupia	Świętokrzyskie	Kraków	Małopolskie
2604132	1465011	29	Nowa Słupia	Świętokrzyskie	Warszawa	Mazowieckie
2604132	2604012	11	Nowa Słupia	Świętokrzyskie	Bieliny	Świętokrzyskie
2604132	2604024	13	Nowa Słupia	Świętokrzyskie	Bodzentyn - miasto	Świętokrzyskie
2604132	2604062	12	Nowa Słupia	Świętokrzyskie	Górno	Świętokrzyskie
2604132	2604072	14	Nowa Słupia	Świętokrzyskie	Łagów	Świętokrzyskie
2604132	2607011	37	Nowa Słupia	Świętokrzyskie	Ostrowiec Świętokrzyski	Świętokrzyskie
2604132	2610011	13	Nowa Słupia	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604132	2611011	110	Nowa Słupia	Świętokrzyskie	Starachowice	Świętokrzyskie
2604132	2611042	27	Nowa Słupia	Świętokrzyskie	Pawłów	Świętokrzyskie
2604132	2661011	284	Nowa Słupia	Świętokrzyskie	Kielce	Świętokrzyskie
2604142	0264011	71	Piekoszów	Świętokrzyskie	Wrocław	Dolnośląskie
2604142	0663011	43	Piekoszów	Świętokrzyskie	Lublin	Lubelskie
2604142	1261011	19	Piekoszów	Świętokrzyskie	Kraków	Małopolskie
2604142	1465011	156	Piekoszów	Świętokrzyskie	Warszawa	Mazowieckie
2604142	2464011	30	Piekoszów	Świętokrzyskie	Częstochowa	Śląskie
2604142	2477011	16	Piekoszów	Świętokrzyskie	Tychy	Śląskie
2604142	2604034	36	Piekoszów	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604142	2604035	81	Piekoszów	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2604142	2604082	19	Piekoszów	Świętokrzyskie	Łopuszno	Świętokrzyskie
2604142	2604092	14	Piekoszów	Świętokrzyskie	Masłów	Świętokrzyskie
2604142	2604102	28	Piekoszów	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604142	2604122	26	Piekoszów	Świętokrzyskie	Morawica	Świętokrzyskie
2604142	2604172	54	Piekoszów	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604142	2604182	20	Piekoszów	Świętokrzyskie	Strawczyn	Świętokrzyskie
2604142	2604192	19	Piekoszów	Świętokrzyskie	Zagnańsk	Świętokrzyskie
2604142	2610011	19	Piekoszów	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604142	2661011	1395	Piekoszów	Świętokrzyskie	Kielce	Świętokrzyskie
2604152	2604044	30	Pierzchnica	Świętokrzyskie	Chmielnik - miasto	Świętokrzyskie
2604152	2604045	10	Pierzchnica	Świętokrzyskie	Chmielnik - obszar wiejski	Świętokrzyskie
2604152	2604122	45	Pierzchnica	Świętokrzyskie	Morawica	Świętokrzyskie
2604152	2661011	238	Pierzchnica	Świętokrzyskie	Kielce	Świętokrzyskie
2604162	1465011	20	Raków	Świętokrzyskie	Warszawa	Mazowieckie
2604162	2612074	46	Raków	Świętokrzyskie	Staszów - miasto	Świętokrzyskie
2604162	2612075	19	Raków	Świętokrzyskie	Staszów - obszar wiejski	Świętokrzyskie
2604162	2612082	24	Raków	Świętokrzyskie	Szydłów	Świętokrzyskie
2604162	2661011	105	Raków	Świętokrzyskie	Kielce	Świętokrzyskie
2604172	0264011	26	Sitkówka-Nowiny	Świętokrzyskie	Wrocław	Dolnośląskie
2604172	1465011	40	Sitkówka-Nowiny	Świętokrzyskie	Warszawa	Mazowieckie
2604172	2604034	60	Sitkówka-Nowiny	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604172	2604035	15	Sitkówka-Nowiny	Świętokrzyskie	Chęciny - obszar wiejski	Świętokrzyskie
2604172	2604102	18	Sitkówka-Nowiny	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604172	2604122	21	Sitkówka-Nowiny	Świętokrzyskie	Morawica	Świętokrzyskie
2604172	2604142	24	Sitkówka-Nowiny	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604172	2661011	512	Sitkówka-Nowiny	Świętokrzyskie	Kielce	Świętokrzyskie
2604182	0264011	39	Strawczyn	Świętokrzyskie	Wrocław	Dolnośląskie
2604182	1465011	169	Strawczyn	Świętokrzyskie	Warszawa	Mazowieckie
2604182	2477011	11	Strawczyn	Świętokrzyskie	Tychy	Śląskie
2604182	2604082	20	Strawczyn	Świętokrzyskie	Łopuszno	Świętokrzyskie
2604182	2604102	34	Strawczyn	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604182	2604142	99	Strawczyn	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604182	2604172	26	Strawczyn	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604182	2661011	709	Strawczyn	Świętokrzyskie	Kielce	Świętokrzyskie
2604192	0264011	20	Zagnańsk	Świętokrzyskie	Wrocław	Dolnośląskie
2604192	0663011	11	Zagnańsk	Świętokrzyskie	Lublin	Lubelskie
2604192	1261011	16	Zagnańsk	Świętokrzyskie	Kraków	Małopolskie
2604192	1465011	103	Zagnańsk	Świętokrzyskie	Warszawa	Mazowieckie
2604192	2477011	24	Zagnańsk	Świętokrzyskie	Tychy	Śląskie
2604192	2604034	12	Zagnańsk	Świętokrzyskie	Chęciny - miasto	Świętokrzyskie
2604192	2604092	13	Zagnańsk	Świętokrzyskie	Masłów	Świętokrzyskie
2604192	2604102	38	Zagnańsk	Świętokrzyskie	Miedziana Góra	Świętokrzyskie
2604192	2604122	16	Zagnańsk	Świętokrzyskie	Morawica	Świętokrzyskie
2604192	2604142	20	Zagnańsk	Świętokrzyskie	Piekoszów	Świętokrzyskie
2604192	2604172	13	Zagnańsk	Świętokrzyskie	Sitkówka-Nowiny	Świętokrzyskie
2604192	2605034	10	Zagnańsk	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2604192	2610011	26	Zagnańsk	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2604192	2661011	1106	Zagnańsk	Świętokrzyskie	Kielce	Świętokrzyskie
2605012	1012114	18	Fałków	Świętokrzyskie	Przedbórz - miasto	Łódzkie
2605012	1465011	23	Fałków	Świętokrzyskie	Warszawa	Mazowieckie
2605012	2605034	74	Fałków	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605012	2605035	12	Fałków	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605012	2605052	40	Fałków	Świętokrzyskie	Ruda Maleniecka	Świętokrzyskie
2605012	2661011	45	Fałków	Świętokrzyskie	Kielce	Świętokrzyskie
2605022	1007044	19	Gowarczów	Świętokrzyskie	Opoczno - miasto	Łódzkie
2605022	1423064	10	Gowarczów	Świętokrzyskie	Przysucha - miasto	Mazowieckie
2605022	1465011	21	Gowarczów	Świętokrzyskie	Warszawa	Mazowieckie
2605022	1864011	13	Gowarczów	Świętokrzyskie	Tarnobrzeg	Podkarpackie
2605022	2605034	340	Gowarczów	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605022	2605035	51	Gowarczów	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605022	2610011	12	Gowarczów	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2605022	2661011	52	Gowarczów	Świętokrzyskie	Kielce	Świętokrzyskie
2605034	1007044	18	Końskie - miasto	Świętokrzyskie	Opoczno - miasto	Łódzkie
2605034	1007082	10	Końskie - miasto	Świętokrzyskie	Żarnów	Łódzkie
2605034	1061011	13	Końskie - miasto	Świętokrzyskie	Łódź	Łódzkie
2605034	1261011	10	Końskie - miasto	Świętokrzyskie	Kraków	Małopolskie
2605034	1423064	11	Końskie - miasto	Świętokrzyskie	Przysucha - miasto	Mazowieckie
2605034	1465011	91	Końskie - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2605034	1864011	36	Końskie - miasto	Świętokrzyskie	Tarnobrzeg	Podkarpackie
2605034	2605022	44	Końskie - miasto	Świętokrzyskie	Gowarczów	Świętokrzyskie
2605034	2605035	388	Końskie - miasto	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605034	2605042	35	Końskie - miasto	Świętokrzyskie	Radoszyce	Świętokrzyskie
2605034	2605052	23	Końskie - miasto	Świętokrzyskie	Ruda Maleniecka	Świętokrzyskie
2605034	2605084	93	Końskie - miasto	Świętokrzyskie	Stąporków - miasto	Świętokrzyskie
2605034	2605085	29	Końskie - miasto	Świętokrzyskie	Stąporków - obszar wiejski	Świętokrzyskie
2605034	2610011	11	Końskie - miasto	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2605034	2661011	124	Końskie - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2605035	0264011	36	Końskie - obszar wiejski	Świętokrzyskie	Wrocław	Dolnośląskie
2605035	1061011	13	Końskie - obszar wiejski	Świętokrzyskie	Łódź	Łódzkie
2605035	1405045	15	Końskie - obszar wiejski	Świętokrzyskie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
2605035	1465011	45	Końskie - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2605035	1661011	11	Końskie - obszar wiejski	Świętokrzyskie	Opole	Opolskie
2605035	1864011	95	Końskie - obszar wiejski	Świętokrzyskie	Tarnobrzeg	Podkarpackie
2605035	2605022	35	Końskie - obszar wiejski	Świętokrzyskie	Gowarczów	Świętokrzyskie
2605035	2605034	1744	Końskie - obszar wiejski	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605035	2605042	13	Końskie - obszar wiejski	Świętokrzyskie	Radoszyce	Świętokrzyskie
2605035	2605052	13	Końskie - obszar wiejski	Świętokrzyskie	Ruda Maleniecka	Świętokrzyskie
2605035	2605084	56	Końskie - obszar wiejski	Świętokrzyskie	Stąporków - miasto	Świętokrzyskie
2605035	2605085	17	Końskie - obszar wiejski	Świętokrzyskie	Stąporków - obszar wiejski	Świętokrzyskie
2605035	2610011	31	Końskie - obszar wiejski	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2605035	2661011	185	Końskie - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2605042	1465011	45	Radoszyce	Świętokrzyskie	Warszawa	Mazowieckie
2605042	2604082	31	Radoszyce	Świętokrzyskie	Łopuszno	Świętokrzyskie
2605042	2605034	227	Radoszyce	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605042	2605035	36	Radoszyce	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605042	2605062	24	Radoszyce	Świętokrzyskie	Słupia Konecka	Świętokrzyskie
2605042	2605072	27	Radoszyce	Świętokrzyskie	Smyków	Świętokrzyskie
2605042	2610011	11	Radoszyce	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2605042	2661011	85	Radoszyce	Świętokrzyskie	Kielce	Świętokrzyskie
2605052	2605012	20	Ruda Maleniecka	Świętokrzyskie	Fałków	Świętokrzyskie
2605052	2605034	144	Ruda Maleniecka	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605052	2605035	32	Ruda Maleniecka	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605052	2605042	30	Ruda Maleniecka	Świętokrzyskie	Radoszyce	Świętokrzyskie
2605052	2661011	25	Ruda Maleniecka	Świętokrzyskie	Kielce	Świętokrzyskie
2605062	1465011	14	Słupia Konecka	Świętokrzyskie	Warszawa	Mazowieckie
2605062	2604082	49	Słupia Konecka	Świętokrzyskie	Łopuszno	Świętokrzyskie
2605062	2605034	23	Słupia Konecka	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605062	2605042	23	Słupia Konecka	Świętokrzyskie	Radoszyce	Świętokrzyskie
2605062	2613064	32	Słupia Konecka	Świętokrzyskie	Włoszczowa - miasto	Świętokrzyskie
2605062	2661011	40	Słupia Konecka	Świętokrzyskie	Kielce	Świętokrzyskie
2605072	1465011	32	Smyków	Świętokrzyskie	Warszawa	Mazowieckie
2605072	2605034	70	Smyków	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605072	2605035	18	Smyków	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605072	2605042	18	Smyków	Świętokrzyskie	Radoszyce	Świętokrzyskie
2605072	2605084	10	Smyków	Świętokrzyskie	Stąporków - miasto	Świętokrzyskie
2605072	2661011	90	Smyków	Świętokrzyskie	Kielce	Świętokrzyskie
2605084	1465011	52	Stąporków - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2605084	2605034	140	Stąporków - miasto	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605084	2605035	11	Stąporków - miasto	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605084	2605085	115	Stąporków - miasto	Świętokrzyskie	Stąporków - obszar wiejski	Świętokrzyskie
2605084	2610011	10	Stąporków - miasto	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2605084	2661011	56	Stąporków - miasto	Świętokrzyskie	Kielce	Świętokrzyskie
2605085	0264011	12	Stąporków - obszar wiejski	Świętokrzyskie	Wrocław	Dolnośląskie
2605085	0407011	13	Stąporków - obszar wiejski	Świętokrzyskie	Inowrocław	Kujawsko-pomorskie
2605085	1465011	95	Stąporków - obszar wiejski	Świętokrzyskie	Warszawa	Mazowieckie
2605085	2601072	25	Stąporków - obszar wiejski	Świętokrzyskie	Tuczępy	Świętokrzyskie
2605085	2605034	266	Stąporków - obszar wiejski	Świętokrzyskie	Końskie - miasto	Świętokrzyskie
2605085	2605035	31	Stąporków - obszar wiejski	Świętokrzyskie	Końskie - obszar wiejski	Świętokrzyskie
2605085	2605084	435	Stąporków - obszar wiejski	Świętokrzyskie	Stąporków - miasto	Świętokrzyskie
2605085	2610011	49	Stąporków - obszar wiejski	Świętokrzyskie	Skarżysko-Kamienna	Świętokrzyskie
2605085	2610022	14	Stąporków - obszar wiejski	Świętokrzyskie	Bliżyn	Świętokrzyskie
2605085	2661011	131	Stąporków - obszar wiejski	Świętokrzyskie	Kielce	Świętokrzyskie
2606012	1465011	14	Baćkowice	Świętokrzyskie	Warszawa	Mazowieckie
2606012	2604072	18	Baćkowice	Świętokrzyskie	Łagów	Świętokrzyskie
2606012	2606044	49	Baćkowice	Świętokrzyskie	Opatów - miasto	Świętokrzyskie
2606012	2606045	29	Baćkowice	Świętokrzyskie	Opatów - obszar wiejski	Świętokrzyskie
2606012	2606062	10	Baćkowice	Świętokrzyskie	Sadowie	Świętokrzyskie
2606012	2607011	19	Baćkowice	Świętokrzyskie	Ostrowiec Świętokrzyski	Świętokrzyskie
2606012	2609011	46	Baćkowice	Świętokrzyskie	Sandomierz	Świętokrzyskie
2606012	2661011	80	Baćkowice	Świętokrzyskie	Kielce	Świętokrzyskie
2606022	1216155	16	Iwaniska	Świętokrzyskie	Żabno - obszar wiejski	Małopolskie
2606022	1465011	20	Iwaniska	Świętokrzyskie	Warszawa	Mazowieckie
2606022	2475011	13	Iwaniska	Świętokrzyskie	Sosnowiec	Śląskie
2606022	2606012	19	Iwaniska	Świętokrzyskie	Baćkowice	Świętokrzyskie
2606022	2606044	95	Iwaniska	Świętokrzyskie	Opatów - miasto	Świętokrzyskie
2606022	2606045	11	Iwaniska	Świętokrzyskie	Opatów - obszar wiejski	Świętokrzyskie
2606022	2607011	22	Iwaniska	Świętokrzyskie	Ostrowiec Świętokrzyski	Świętokrzyskie
2606022	2609011	66	Iwaniska	Świętokrzyskie	Sandomierz	Świętokrzyskie
2606022	2612074	35	Iwaniska	Świętokrzyskie	Staszów - miasto	Świętokrzyskie
2606022	2612075	17	Iwaniska	Świętokrzyskie	Staszów - obszar wiejski	Świętokrzyskie
2606022	2661011	60	Iwaniska	Świętokrzyskie	Kielce	Świętokrzyskie
2606032	0264011	13	Lipnik	Świętokrzyskie	Wrocław	Dolnośląskie
2606032	1418032	11	Lipnik	Świętokrzyskie	Lesznowola	Mazowieckie
2606032	1465011	25	Lipnik	Świętokrzyskie	Warszawa	Mazowieckie
2606032	2606044	61	Lipnik	Świętokrzyskie	Opatów - miasto	Świętokrzyskie
2606032	2606045	10	Lipnik	Świętokrzyskie	Opatów - obszar wiejski	Świętokrzyskie
2606032	2607011	17	Lipnik	Świętokrzyskie	Ostrowiec Świętokrzyski	Świętokrzyskie
2606032	2609011	154	Lipnik	Świętokrzyskie	Sandomierz	Świętokrzyskie
2606032	2609032	15	Lipnik	Świętokrzyskie	Klimontów	Świętokrzyskie
2606032	2609062	15	Lipnik	Świętokrzyskie	Obrazów	Świętokrzyskie
2606032	2661011	47	Lipnik	Świętokrzyskie	Kielce	Świętokrzyskie
2606044	1465011	26	Opatów - miasto	Świętokrzyskie	Warszawa	Mazowieckie
2606044	1864011	13	Opatów - miasto	Świętokrzyskie	Tarnobrzeg	Podkarpackie
2606044	2606012	13	Opatów - miasto	Świętokrzyskie	Baćkowice	Świętokrzyskie
2606044	2606022	16	Opatów - miasto	Świętokrzyskie	Iwaniska	Świętokrzyskie
2606044	2606032	11	Opatów - miasto	Świętokrzyskie	Lipnik	Świętokrzyskie
2606044	2606045	68	Opatów - miasto	Świętokrzyskie	Opatów - obszar wiejski	Świętokrzyskie
2606044	2606062	31	Opatów - miasto	Świętokrzyskie	Sadowie	Świętokrzyskie
