id_living_municipality	id_working_municipality	number_of_people	living_municipality	living_voivodeship	working_municipality	working_voivodeship
1436022	1407055	52	Policzna	Mazowieckie	Kozienice - obszar wiejski	Mazowieckie
1436022	1436054	53	Policzna	Mazowieckie	Zwoleń - miasto	Mazowieckie
1436022	1463011	19	Policzna	Mazowieckie	Radom	Mazowieckie
1436022	1465011	77	Policzna	Mazowieckie	Warszawa	Mazowieckie
1436022	2610011	11	Policzna	Mazowieckie	Skarżysko-Kamienna	Świętokrzyskie
1436032	0614011	102	Przyłęk	Mazowieckie	Puławy	Lubelskie
1436032	0614032	28	Przyłęk	Mazowieckie	Janowiec	Lubelskie
1436032	0614092	33	Przyłęk	Mazowieckie	Puławy	Lubelskie
1436032	1436054	89	Przyłęk	Mazowieckie	Zwoleń - miasto	Mazowieckie
1436032	1436055	11	Przyłęk	Mazowieckie	Zwoleń - obszar wiejski	Mazowieckie
1436032	1464011	12	Przyłęk	Mazowieckie	Siedlce	Mazowieckie
1436032	1465011	72	Przyłęk	Mazowieckie	Warszawa	Mazowieckie
1436042	1425105	14	Tczów	Mazowieckie	Skaryszew - obszar wiejski	Mazowieckie
1436042	1436054	65	Tczów	Mazowieckie	Zwoleń - miasto	Mazowieckie
1436042	1463011	58	Tczów	Mazowieckie	Radom	Mazowieckie
1436042	1465011	40	Tczów	Mazowieckie	Warszawa	Mazowieckie
1436054	0614011	17	Zwoleń - miasto	Mazowieckie	Puławy	Lubelskie
1436054	1407054	14	Zwoleń - miasto	Mazowieckie	Kozienice - miasto	Mazowieckie
1436054	1407055	13	Zwoleń - miasto	Mazowieckie	Kozienice - obszar wiejski	Mazowieckie
1436054	1436012	10	Zwoleń - miasto	Mazowieckie	Kazanów	Mazowieckie
1436054	1436022	23	Zwoleń - miasto	Mazowieckie	Policzna	Mazowieckie
1436054	1436032	34	Zwoleń - miasto	Mazowieckie	Przyłęk	Mazowieckie
1436054	1436042	28	Zwoleń - miasto	Mazowieckie	Tczów	Mazowieckie
1436054	1436055	54	Zwoleń - miasto	Mazowieckie	Zwoleń - obszar wiejski	Mazowieckie
1436054	1463011	74	Zwoleń - miasto	Mazowieckie	Radom	Mazowieckie
1436054	1465011	77	Zwoleń - miasto	Mazowieckie	Warszawa	Mazowieckie
1436055	0614011	19	Zwoleń - obszar wiejski	Mazowieckie	Puławy	Lubelskie
1436055	0614092	10	Zwoleń - obszar wiejski	Mazowieckie	Puławy	Lubelskie
1436055	1407054	11	Zwoleń - obszar wiejski	Mazowieckie	Kozienice - miasto	Mazowieckie
1436055	1436022	17	Zwoleń - obszar wiejski	Mazowieckie	Policzna	Mazowieckie
1436055	1436032	20	Zwoleń - obszar wiejski	Mazowieckie	Przyłęk	Mazowieckie
1436055	1436054	307	Zwoleń - obszar wiejski	Mazowieckie	Zwoleń - miasto	Mazowieckie
1436055	1463011	41	Zwoleń - obszar wiejski	Mazowieckie	Radom	Mazowieckie
1436055	1465011	72	Zwoleń - obszar wiejski	Mazowieckie	Warszawa	Mazowieckie
1437014	1437015	16	Bieżuń - miasto	Mazowieckie	Bieżuń - obszar wiejski	Mazowieckie
1437014	1437064	20	Bieżuń - miasto	Mazowieckie	Żuromin - miasto	Mazowieckie
1437015	1413042	13	Bieżuń - obszar wiejski	Mazowieckie	Radzanów	Mazowieckie
1437015	1437014	35	Bieżuń - obszar wiejski	Mazowieckie	Bieżuń - miasto	Mazowieckie
1437015	1437064	32	Bieżuń - obszar wiejski	Mazowieckie	Żuromin - miasto	Mazowieckie
1437015	1465011	17	Bieżuń - obszar wiejski	Mazowieckie	Warszawa	Mazowieckie
1437022	1413011	47	Kuczbork-Osada	Mazowieckie	Mława	Mazowieckie
1437022	1420011	11	Kuczbork-Osada	Mazowieckie	Płońsk	Mazowieckie
1437022	1437064	115	Kuczbork-Osada	Mazowieckie	Żuromin - miasto	Mazowieckie
1437022	1465011	53	Kuczbork-Osada	Mazowieckie	Warszawa	Mazowieckie
1437022	2803011	18	Kuczbork-Osada	Mazowieckie	Działdowo	Warmińsko-mazurskie
1437022	2803045	14	Kuczbork-Osada	Mazowieckie	Lidzbark - obszar wiejski	Warmińsko-mazurskie
1437032	1437064	125	Lubowidz	Mazowieckie	Żuromin - miasto	Mazowieckie
1437032	1465011	60	Lubowidz	Mazowieckie	Warszawa	Mazowieckie
1437032	2803044	14	Lubowidz	Mazowieckie	Lidzbark - miasto	Warmińsko-mazurskie
1437032	2803045	65	Lubowidz	Mazowieckie	Lidzbark - obszar wiejski	Warmińsko-mazurskie
1437042	1427011	13	Lutocin	Mazowieckie	Sierpc	Mazowieckie
1437042	1437064	53	Lutocin	Mazowieckie	Żuromin - miasto	Mazowieckie
1437042	1465011	20	Lutocin	Mazowieckie	Warszawa	Mazowieckie
1437052	1413011	10	Siemiątkowo	Mazowieckie	Mława	Mazowieckie
1437052	1413042	17	Siemiątkowo	Mazowieckie	Radzanów	Mazowieckie
1437052	1420011	28	Siemiątkowo	Mazowieckie	Płońsk	Mazowieckie
1437052	1465011	42	Siemiątkowo	Mazowieckie	Warszawa	Mazowieckie
1437064	1413011	33	Żuromin - miasto	Mazowieckie	Mława	Mazowieckie
1437064	1437014	24	Żuromin - miasto	Mazowieckie	Bieżuń - miasto	Mazowieckie
1437064	1437015	20	Żuromin - miasto	Mazowieckie	Bieżuń - obszar wiejski	Mazowieckie
1437064	1437022	12	Żuromin - miasto	Mazowieckie	Kuczbork-Osada	Mazowieckie
1437064	1437032	39	Żuromin - miasto	Mazowieckie	Lubowidz	Mazowieckie
1437064	1437065	43	Żuromin - miasto	Mazowieckie	Żuromin - obszar wiejski	Mazowieckie
1437064	1462011	16	Żuromin - miasto	Mazowieckie	Płock	Mazowieckie
1437064	1465011	76	Żuromin - miasto	Mazowieckie	Warszawa	Mazowieckie
1437065	1413011	10	Żuromin - obszar wiejski	Mazowieckie	Mława	Mazowieckie
1437065	1437014	14	Żuromin - obszar wiejski	Mazowieckie	Bieżuń - miasto	Mazowieckie
1437065	1437032	23	Żuromin - obszar wiejski	Mazowieckie	Lubowidz	Mazowieckie
1437065	1437064	169	Żuromin - obszar wiejski	Mazowieckie	Żuromin - miasto	Mazowieckie
1437065	1462011	13	Żuromin - obszar wiejski	Mazowieckie	Płock	Mazowieckie
1437065	1465011	40	Żuromin - obszar wiejski	Mazowieckie	Warszawa	Mazowieckie
1438011	0264011	19	Żyrardów	Mazowieckie	Wrocław	Dolnośląskie
1438011	1015042	14	Żyrardów	Mazowieckie	Kowiesy	Łódzkie
1438011	1061011	19	Żyrardów	Mazowieckie	Łódź	Łódzkie
1438011	1063011	37	Żyrardów	Mazowieckie	Skierniewice	Łódzkie
1438011	1405011	71	Żyrardów	Mazowieckie	Milanówek	Mazowieckie
1438011	1405032	26	Żyrardów	Mazowieckie	Baranów	Mazowieckie
1438011	1405044	540	Żyrardów	Mazowieckie	Grodzisk Mazowiecki - miasto	Mazowieckie
1438011	1405045	68	Żyrardów	Mazowieckie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
1438011	1405052	181	Żyrardów	Mazowieckie	Jaktorów	Mazowieckie
1438011	1405062	48	Żyrardów	Mazowieckie	Żabia Wola	Mazowieckie
1438011	1418032	15	Żyrardów	Mazowieckie	Lesznowola	Mazowieckie
1438011	1418044	34	Żyrardów	Mazowieckie	Piaseczno - miasto	Mazowieckie
1438011	1421011	44	Żyrardów	Mazowieckie	Piastów	Mazowieckie
1438011	1421021	230	Żyrardów	Mazowieckie	Pruszków	Mazowieckie
1438011	1421034	14	Żyrardów	Mazowieckie	Brwinów - miasto	Mazowieckie
1438011	1421035	50	Żyrardów	Mazowieckie	Brwinów - obszar wiejski	Mazowieckie
1438011	1421042	41	Żyrardów	Mazowieckie	Michałowice	Mazowieckie
1438011	1421052	55	Żyrardów	Mazowieckie	Nadarzyn	Mazowieckie
1438011	1421062	38	Żyrardów	Mazowieckie	Raszyn	Mazowieckie
1438011	1428011	20	Żyrardów	Mazowieckie	Sochaczew	Mazowieckie
1438011	1428072	13	Żyrardów	Mazowieckie	Sochaczew	Mazowieckie
1438011	1428082	39	Żyrardów	Mazowieckie	Teresin	Mazowieckie
1438011	1432014	24	Żyrardów	Mazowieckie	Błonie - miasto	Mazowieckie
1438011	1432015	32	Żyrardów	Mazowieckie	Błonie - obszar wiejski	Mazowieckie
1438011	1432064	14	Żyrardów	Mazowieckie	Ożarów Mazowiecki - miasto	Mazowieckie
1438011	1432065	33	Żyrardów	Mazowieckie	Ożarów Mazowiecki - obszar wiejski	Mazowieckie
1438011	1432072	11	Żyrardów	Mazowieckie	Stare Babice	Mazowieckie
1438011	1438024	349	Żyrardów	Mazowieckie	Mszczonów - miasto	Mazowieckie
1438011	1438025	86	Żyrardów	Mazowieckie	Mszczonów - obszar wiejski	Mazowieckie
1438011	1438032	34	Żyrardów	Mazowieckie	Puszcza Mariańska	Mazowieckie
1438011	1438042	130	Żyrardów	Mazowieckie	Radziejowice	Mazowieckie
1438011	1438052	115	Żyrardów	Mazowieckie	Wiskitki	Mazowieckie
1438011	1465011	2140	Żyrardów	Mazowieckie	Warszawa	Mazowieckie
1438011	2261011	11	Żyrardów	Mazowieckie	Gdańsk	Pomorskie
1438011	2461011	10	Żyrardów	Mazowieckie	Bielsko-Biała	Śląskie
1438011	2463011	45	Żyrardów	Mazowieckie	Chorzów	Śląskie
1438011	2469011	44	Żyrardów	Mazowieckie	Katowice	Śląskie
1438011	3021072	12	Żyrardów	Mazowieckie	Komorniki	Wielkopolskie
1438011	3021095	25	Żyrardów	Mazowieckie	Kórnik - obszar wiejski	Wielkopolskie
1438011	3064011	32	Żyrardów	Mazowieckie	Poznań	Wielkopolskie
1438024	1405044	56	Mszczonów - miasto	Mazowieckie	Grodzisk Mazowiecki - miasto	Mazowieckie
1438024	1405045	19	Mszczonów - miasto	Mazowieckie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
1438024	1405062	48	Mszczonów - miasto	Mazowieckie	Żabia Wola	Mazowieckie
1438024	1421021	10	Mszczonów - miasto	Mazowieckie	Pruszków	Mazowieckie
1438024	1421052	25	Mszczonów - miasto	Mazowieckie	Nadarzyn	Mazowieckie
1438024	1421062	14	Mszczonów - miasto	Mazowieckie	Raszyn	Mazowieckie
1438024	1438011	80	Mszczonów - miasto	Mazowieckie	Żyrardów	Mazowieckie
1438024	1438025	97	Mszczonów - miasto	Mazowieckie	Mszczonów - obszar wiejski	Mazowieckie
1438024	1438042	80	Mszczonów - miasto	Mazowieckie	Radziejowice	Mazowieckie
1438024	1465011	226	Mszczonów - miasto	Mazowieckie	Warszawa	Mazowieckie
1438024	3064011	28	Mszczonów - miasto	Mazowieckie	Poznań	Wielkopolskie
1438025	1405044	25	Mszczonów - obszar wiejski	Mazowieckie	Grodzisk Mazowiecki - miasto	Mazowieckie
1438025	1405045	20	Mszczonów - obszar wiejski	Mazowieckie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
1438025	1405062	31	Mszczonów - obszar wiejski	Mazowieckie	Żabia Wola	Mazowieckie
1438025	1418044	10	Mszczonów - obszar wiejski	Mazowieckie	Piaseczno - miasto	Mazowieckie
1438025	1421021	10	Mszczonów - obszar wiejski	Mazowieckie	Pruszków	Mazowieckie
1438025	1421062	10	Mszczonów - obszar wiejski	Mazowieckie	Raszyn	Mazowieckie
1438025	1438011	28	Mszczonów - obszar wiejski	Mazowieckie	Żyrardów	Mazowieckie
1438025	1438024	219	Mszczonów - obszar wiejski	Mazowieckie	Mszczonów - miasto	Mazowieckie
1438025	1438042	42	Mszczonów - obszar wiejski	Mazowieckie	Radziejowice	Mazowieckie
1438025	1465011	170	Mszczonów - obszar wiejski	Mazowieckie	Warszawa	Mazowieckie
1438025	2469011	17	Mszczonów - obszar wiejski	Mazowieckie	Katowice	Śląskie
1438025	3064011	25	Mszczonów - obszar wiejski	Mazowieckie	Poznań	Wielkopolskie
1438032	1061011	16	Puszcza Mariańska	Mazowieckie	Łódź	Łódzkie
1438032	1063011	91	Puszcza Mariańska	Mazowieckie	Skierniewice	Łódzkie
1438032	1405044	126	Puszcza Mariańska	Mazowieckie	Grodzisk Mazowiecki - miasto	Mazowieckie
1438032	1405045	22	Puszcza Mariańska	Mazowieckie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
1438032	1405052	15	Puszcza Mariańska	Mazowieckie	Jaktorów	Mazowieckie
1438032	1405062	10	Puszcza Mariańska	Mazowieckie	Żabia Wola	Mazowieckie
1438032	1421011	15	Puszcza Mariańska	Mazowieckie	Piastów	Mazowieckie
1438032	1421021	72	Puszcza Mariańska	Mazowieckie	Pruszków	Mazowieckie
1438032	1421052	11	Puszcza Mariańska	Mazowieckie	Nadarzyn	Mazowieckie
1438032	1438011	150	Puszcza Mariańska	Mazowieckie	Żyrardów	Mazowieckie
1438032	1438024	84	Puszcza Mariańska	Mazowieckie	Mszczonów - miasto	Mazowieckie
1438032	1438025	24	Puszcza Mariańska	Mazowieckie	Mszczonów - obszar wiejski	Mazowieckie
1438032	1438042	36	Puszcza Mariańska	Mazowieckie	Radziejowice	Mazowieckie
1438032	1464011	10	Puszcza Mariańska	Mazowieckie	Siedlce	Mazowieckie
1438032	1465011	460	Puszcza Mariańska	Mazowieckie	Warszawa	Mazowieckie
1438032	2469011	11	Puszcza Mariańska	Mazowieckie	Katowice	Śląskie
1438042	1405044	101	Radziejowice	Mazowieckie	Grodzisk Mazowiecki - miasto	Mazowieckie
1438042	1405045	25	Radziejowice	Mazowieckie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
1438042	1405052	12	Radziejowice	Mazowieckie	Jaktorów	Mazowieckie
1438042	1405062	28	Radziejowice	Mazowieckie	Żabia Wola	Mazowieckie
1438042	1421021	17	Radziejowice	Mazowieckie	Pruszków	Mazowieckie
1438042	1421052	23	Radziejowice	Mazowieckie	Nadarzyn	Mazowieckie
1438042	1438011	107	Radziejowice	Mazowieckie	Żyrardów	Mazowieckie
1438042	1438024	88	Radziejowice	Mazowieckie	Mszczonów - miasto	Mazowieckie
1438042	1438025	33	Radziejowice	Mazowieckie	Mszczonów - obszar wiejski	Mazowieckie
1438042	1465011	261	Radziejowice	Mazowieckie	Warszawa	Mazowieckie
1438042	3064011	13	Radziejowice	Mazowieckie	Poznań	Wielkopolskie
1438052	1405011	21	Wiskitki	Mazowieckie	Milanówek	Mazowieckie
1438052	1405032	16	Wiskitki	Mazowieckie	Baranów	Mazowieckie
1438052	1405044	146	Wiskitki	Mazowieckie	Grodzisk Mazowiecki - miasto	Mazowieckie
1438052	1405045	14	Wiskitki	Mazowieckie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
1438052	1405052	22	Wiskitki	Mazowieckie	Jaktorów	Mazowieckie
1438052	1421011	19	Wiskitki	Mazowieckie	Piastów	Mazowieckie
1438052	1421021	75	Wiskitki	Mazowieckie	Pruszków	Mazowieckie
1438052	1421035	10	Wiskitki	Mazowieckie	Brwinów - obszar wiejski	Mazowieckie
1438052	1421042	11	Wiskitki	Mazowieckie	Michałowice	Mazowieckie
1438052	1421052	17	Wiskitki	Mazowieckie	Nadarzyn	Mazowieckie
1438052	1428011	12	Wiskitki	Mazowieckie	Sochaczew	Mazowieckie
1438052	1428072	16	Wiskitki	Mazowieckie	Sochaczew	Mazowieckie
1438052	1428082	34	Wiskitki	Mazowieckie	Teresin	Mazowieckie
1438052	1432014	26	Wiskitki	Mazowieckie	Błonie - miasto	Mazowieckie
1438052	1432015	25	Wiskitki	Mazowieckie	Błonie - obszar wiejski	Mazowieckie
1438052	1432065	15	Wiskitki	Mazowieckie	Ożarów Mazowiecki - obszar wiejski	Mazowieckie
1438052	1438011	259	Wiskitki	Mazowieckie	Żyrardów	Mazowieckie
1438052	1438024	69	Wiskitki	Mazowieckie	Mszczonów - miasto	Mazowieckie
1438052	1438025	17	Wiskitki	Mazowieckie	Mszczonów - obszar wiejski	Mazowieckie
1438052	1438032	11	Wiskitki	Mazowieckie	Puszcza Mariańska	Mazowieckie
1438052	1438042	31	Wiskitki	Mazowieckie	Radziejowice	Mazowieckie
1438052	1465011	444	Wiskitki	Mazowieckie	Warszawa	Mazowieckie
1461011	1408045	12	Ostrołęka	Mazowieckie	Serock - obszar wiejski	Mazowieckie
1461011	1411011	14	Ostrołęka	Mazowieckie	Maków Mazowiecki	Mazowieckie
1461011	1411052	29	Ostrołęka	Mazowieckie	Młynarze	Mazowieckie
1461011	1411074	15	Ostrołęka	Mazowieckie	Różan - miasto	Mazowieckie
1461011	1415032	56	Ostrołęka	Mazowieckie	Czerwin	Mazowieckie
1461011	1415042	57	Ostrołęka	Mazowieckie	Goworowo	Mazowieckie
1461011	1415052	47	Ostrołęka	Mazowieckie	Kadzidło	Mazowieckie
1461011	1415062	52	Ostrołęka	Mazowieckie	Lelis	Mazowieckie
1461011	1415072	47	Ostrołęka	Mazowieckie	Łyse	Mazowieckie
1461011	1415084	16	Ostrołęka	Mazowieckie	Myszyniec - miasto	Mazowieckie
1461011	1415092	219	Ostrołęka	Mazowieckie	Olszewo-Borki	Mazowieckie
1461011	1415102	400	Ostrołęka	Mazowieckie	Rzekuń	Mazowieckie
1461011	1415112	26	Ostrołęka	Mazowieckie	Troszyn	Mazowieckie
1461011	1416011	39	Ostrołęka	Mazowieckie	Ostrów Mazowiecka	Mazowieckie
1461011	1464011	17	Ostrołęka	Mazowieckie	Siedlce	Mazowieckie
1461011	1465011	385	Ostrołęka	Mazowieckie	Warszawa	Mazowieckie
1461011	2007032	10	Ostrołęka	Mazowieckie	Miastkowo	Podlaskie
1461011	2013011	12	Ostrołęka	Mazowieckie	Wysokie Mazowieckie	Podlaskie
1461011	2014042	12	Ostrołęka	Mazowieckie	Szumowo	Podlaskie
1461011	2062011	20	Ostrołęka	Mazowieckie	Łomża	Podlaskie
1461011	2469011	10	Ostrołęka	Mazowieckie	Katowice	Śląskie
1462011	0264011	18	Płock	Mazowieckie	Wrocław	Dolnośląskie
1462011	0408082	13	Płock	Mazowieckie	Tłuchowo	Kujawsko-pomorskie
1462011	0463011	22	Płock	Mazowieckie	Toruń	Kujawsko-pomorskie
1462011	0464011	48	Płock	Mazowieckie	Włocławek	Kujawsko-pomorskie
1462011	0801022	115	Płock	Mazowieckie	Bogdaniec	Lubuskie
1462011	1002011	30	Płock	Mazowieckie	Kutno	Łódzkie
1462011	1061011	30	Płock	Mazowieckie	Łódź	Łódzkie
1462011	1404011	99	Płock	Mazowieckie	Gostynin	Mazowieckie
1462011	1404042	10	Płock	Mazowieckie	Sanniki	Mazowieckie
1462011	1414011	10	Płock	Mazowieckie	Nowy Dwór Mazowiecki	Mazowieckie
1462011	1419012	101	Płock	Mazowieckie	Bielsk	Mazowieckie
1462011	1419022	67	Płock	Mazowieckie	Bodzanów	Mazowieckie
1462011	1419032	63	Płock	Mazowieckie	Brudzeń Duży	Mazowieckie
1462011	1419042	21	Płock	Mazowieckie	Bulkowo	Mazowieckie
1462011	1419055	28	Płock	Mazowieckie	Drobin - obszar wiejski	Mazowieckie
1462011	1419064	38	Płock	Mazowieckie	Gąbin - miasto	Mazowieckie
1462011	1419065	41	Płock	Mazowieckie	Gąbin - obszar wiejski	Mazowieckie
1462011	1419072	72	Płock	Mazowieckie	Łąck	Mazowieckie
1462011	1419082	13	Płock	Mazowieckie	Mała Wieś	Mazowieckie
1462011	1419092	20	Płock	Mazowieckie	Nowy Duninów	Mazowieckie
1462011	1419102	79	Płock	Mazowieckie	Radzanowo	Mazowieckie
1462011	1419112	21	Płock	Mazowieckie	Słubice	Mazowieckie
1462011	1419122	380	Płock	Mazowieckie	Słupno	Mazowieckie
1462011	1419132	276	Płock	Mazowieckie	Stara Biała	Mazowieckie
1462011	1419142	20	Płock	Mazowieckie	Staroźreby	Mazowieckie
1462011	1419154	12	Płock	Mazowieckie	Wyszogród - miasto	Mazowieckie
1462011	1420011	12	Płock	Mazowieckie	Płońsk	Mazowieckie
1462011	1427011	32	Płock	Mazowieckie	Sierpc	Mazowieckie
1462011	1427022	10	Płock	Mazowieckie	Gozdowo	Mazowieckie
1462011	1428011	10	Płock	Mazowieckie	Sochaczew	Mazowieckie
1462011	1428022	16	Płock	Mazowieckie	Brochów	Mazowieckie
1462011	1428032	20	Płock	Mazowieckie	Iłów	Mazowieckie
1462011	1432054	10	Płock	Mazowieckie	Łomianki - miasto	Mazowieckie
1462011	1465011	614	Płock	Mazowieckie	Warszawa	Mazowieckie
1462011	2261011	12	Płock	Mazowieckie	Gdańsk	Pomorskie
1462011	2461011	23	Płock	Mazowieckie	Bielsko-Biała	Śląskie
1462011	3064011	14	Płock	Mazowieckie	Poznań	Wielkopolskie
1463011	0264011	23	Radom	Mazowieckie	Wrocław	Dolnośląskie
1463011	0663011	47	Radom	Mazowieckie	Lublin	Lubelskie
1463011	1061011	26	Radom	Mazowieckie	Łódź	Łódzkie
1463011	1261011	53	Radom	Mazowieckie	Kraków	Małopolskie
1463011	1401014	73	Radom	Mazowieckie	Białobrzegi - miasto	Mazowieckie
1463011	1401015	16	Radom	Mazowieckie	Białobrzegi - obszar wiejski	Mazowieckie
1463011	1401022	22	Radom	Mazowieckie	Promna	Mazowieckie
1463011	1401032	17	Radom	Mazowieckie	Radzanów	Mazowieckie
1463011	1401042	42	Radom	Mazowieckie	Stara Błotnica	Mazowieckie
1463011	1401052	41	Radom	Mazowieckie	Stromiec	Mazowieckie
1463011	1405062	21	Radom	Mazowieckie	Żabia Wola	Mazowieckie
1463011	1406012	10	Radom	Mazowieckie	Belsk Duży	Mazowieckie
1463011	1406042	11	Radom	Mazowieckie	Goszczyn	Mazowieckie
1463011	1406054	216	Radom	Mazowieckie	Grójec - miasto	Mazowieckie
1463011	1406062	14	Radom	Mazowieckie	Jasieniec	Mazowieckie
1463011	1406114	20	Radom	Mazowieckie	Warka - miasto	Mazowieckie
1463011	1407054	68	Radom	Mazowieckie	Kozienice - miasto	Mazowieckie
1463011	1407055	37	Radom	Mazowieckie	Kozienice - obszar wiejski	Mazowieckie
1463011	1409034	13	Radom	Mazowieckie	Lipsko - miasto	Mazowieckie
1463011	1418014	14	Radom	Mazowieckie	Góra Kalwaria - miasto	Mazowieckie
1463011	1418024	20	Radom	Mazowieckie	Konstancin-Jeziorna - miasto	Mazowieckie
1463011	1418032	28	Radom	Mazowieckie	Lesznowola	Mazowieckie
1463011	1418044	61	Radom	Mazowieckie	Piaseczno - miasto	Mazowieckie
1463011	1418045	12	Radom	Mazowieckie	Piaseczno - obszar wiejski	Mazowieckie
1463011	1421021	24	Radom	Mazowieckie	Pruszków	Mazowieckie
1463011	1421052	13	Radom	Mazowieckie	Nadarzyn	Mazowieckie
1463011	1421062	22	Radom	Mazowieckie	Raszyn	Mazowieckie
1463011	1423052	14	Radom	Mazowieckie	Potworów	Mazowieckie
1463011	1423064	19	Radom	Mazowieckie	Przysucha - miasto	Mazowieckie
1463011	1423082	15	Radom	Mazowieckie	Wieniawa	Mazowieckie
1463011	1425011	106	Radom	Mazowieckie	Pionki	Mazowieckie
1463011	1425022	49	Radom	Mazowieckie	Gózd	Mazowieckie
1463011	1425034	23	Radom	Mazowieckie	Iłża - miasto	Mazowieckie
1463011	1425042	95	Radom	Mazowieckie	Jastrzębia	Mazowieckie
1463011	1425052	416	Radom	Mazowieckie	Jedlińsk	Mazowieckie
1463011	1425062	72	Radom	Mazowieckie	Jedlnia-Letnisko	Mazowieckie
1463011	1425072	192	Radom	Mazowieckie	Kowala	Mazowieckie
1463011	1425082	26	Radom	Mazowieckie	Pionki	Mazowieckie
1463011	1425092	69	Radom	Mazowieckie	Przytyk	Mazowieckie
1463011	1425104	68	Radom	Mazowieckie	Skaryszew - miasto	Mazowieckie
1463011	1425105	137	Radom	Mazowieckie	Skaryszew - obszar wiejski	Mazowieckie
1463011	1425112	66	Radom	Mazowieckie	Wierzbica	Mazowieckie
1463011	1425122	137	Radom	Mazowieckie	Wolanów	Mazowieckie
1463011	1425132	272	Radom	Mazowieckie	Zakrzew	Mazowieckie
1463011	1430022	10	Radom	Mazowieckie	Jastrząb	Mazowieckie
1463011	1430042	53	Radom	Mazowieckie	Orońsko	Mazowieckie
1463011	1430054	58	Radom	Mazowieckie	Szydłowiec - miasto	Mazowieckie
1463011	1432064	17	Radom	Mazowieckie	Ożarów Mazowiecki - miasto	Mazowieckie
1463011	1432065	10	Radom	Mazowieckie	Ożarów Mazowiecki - obszar wiejski	Mazowieckie
1463011	1436012	13	Radom	Mazowieckie	Kazanów	Mazowieckie
1463011	1436054	39	Radom	Mazowieckie	Zwoleń - miasto	Mazowieckie
1463011	1465011	1464	Radom	Mazowieckie	Warszawa	Mazowieckie
1463011	2211062	19	Radom	Mazowieckie	Krokowa	Pomorskie
1463011	2261011	10	Radom	Mazowieckie	Gdańsk	Pomorskie
1463011	2469011	14	Radom	Mazowieckie	Katowice	Śląskie
1463011	2478011	15	Radom	Mazowieckie	Zabrze	Śląskie
1463011	2607011	13	Radom	Mazowieckie	Ostrowiec Świętokrzyski	Świętokrzyskie
1463011	2610011	86	Radom	Mazowieckie	Skarżysko-Kamienna	Świętokrzyskie
1463011	2611011	81	Radom	Mazowieckie	Starachowice	Świętokrzyskie
1463011	2661011	28	Radom	Mazowieckie	Kielce	Świętokrzyskie
1463011	3064011	26	Radom	Mazowieckie	Poznań	Wielkopolskie
1464011	0264011	32	Siedlce	Mazowieckie	Wrocław	Dolnośląskie
1464011	0601011	12	Siedlce	Mazowieckie	Międzyrzec Podlaski	Lubelskie
1464011	0611011	40	Siedlce	Mazowieckie	Łuków	Lubelskie
1464011	0611052	12	Siedlce	Mazowieckie	Łuków	Lubelskie
1464011	0611092	23	Siedlce	Mazowieckie	Trzebieszów	Lubelskie
1464011	0661011	14	Siedlce	Mazowieckie	Biała Podlaska	Lubelskie
1464011	1261011	12	Siedlce	Mazowieckie	Kraków	Małopolskie
1464011	1410024	32	Siedlce	Mazowieckie	Łosice - miasto	Mazowieckie
1464011	1410032	15	Siedlce	Mazowieckie	Olszanka	Mazowieckie
1464011	1412011	120	Siedlce	Mazowieckie	Mińsk Mazowiecki	Mazowieckie
1464011	1412094	21	Siedlce	Mazowieckie	Kałuszyn - miasto	Mazowieckie
1464011	1412124	10	Siedlce	Mazowieckie	Mrozy - miasto	Mazowieckie
1464011	1417082	10	Siedlce	Mazowieckie	Wiązowna	Mazowieckie
1464011	1421021	11	Siedlce	Mazowieckie	Pruszków	Mazowieckie
1464011	1421042	11	Siedlce	Mazowieckie	Michałowice	Mazowieckie
1464011	1421062	11	Siedlce	Mazowieckie	Raszyn	Mazowieckie
1464011	1426012	21	Siedlce	Mazowieckie	Domanice	Mazowieckie
1464011	1426032	94	Siedlce	Mazowieckie	Kotuń	Mazowieckie
1464011	1426042	42	Siedlce	Mazowieckie	Mokobody	Mazowieckie
1464011	1426054	20	Siedlce	Mazowieckie	Mordy - miasto	Mazowieckie
1464011	1426055	11	Siedlce	Mazowieckie	Mordy - obszar wiejski	Mazowieckie
1464011	1426062	27	Siedlce	Mazowieckie	Paprotnia	Mazowieckie
1464011	1426082	779	Siedlce	Mazowieckie	Siedlce	Mazowieckie
1464011	1426092	64	Siedlce	Mazowieckie	Skórzec	Mazowieckie
1464011	1426102	129	Siedlce	Mazowieckie	Suchożebry	Mazowieckie
1464011	1426112	60	Siedlce	Mazowieckie	Wiśniew	Mazowieckie
1464011	1426122	15	Siedlce	Mazowieckie	Wodynie	Mazowieckie
1464011	1426132	71	Siedlce	Mazowieckie	Zbuczyn	Mazowieckie
1464011	1429011	156	Siedlce	Mazowieckie	Sokołów Podlaski	Mazowieckie
1464011	1429022	14	Siedlce	Mazowieckie	Bielany	Mazowieckie
1464011	1429082	14	Siedlce	Mazowieckie	Sokołów Podlaski	Mazowieckie
