"data","przebadane_osoby","nowe_przebadne_osoby","wykonane_testy","testy_na_dobe","testy_na_tys","zlecenia_POZ","zlecenia_POZ_na_dobe","osoby_z_pozytywnym","osoby_z_pozytywnym_na_dobe","procent_pozytywnych_testow_ze_wszystkich","procent_osob_z_pozytywnym_ze_wszystkich","procent_osob_z_pozytywnym_ze_wszystkich_na_dobe","procent_nowych_osob_z_pozytywnym_ze_wszystkich_na_dobe","suma_wynikow_negatywnych_i_powtornie_pozytywnych","wyniki_negatywne_i_powtornie_pozytywne"
2020-09-28,"3171562","22361","3304430","23119",86.03,"14776",NA,"89962","1326",0.0272,0.0284,0.0574,0.0593,"3214468","21793"
2020-09-29,"3197636","26074","3332451","28021",86.76,"16688","1912","91514","1552",0.0275,0.0286,0.0554,0.0595,"3240937","26469"
2020-09-30,"3226595","28959","3362066","29615",87.53,"18841","2153","93481","1967",0.0278,0.0276,0.0664,0.0679,"3268585","27648"
2020-10-01,"3253095","26500","3390790","28724",88.28,"21152","2311","95773","2292",0.0282,0.0294,0.0798,0.0865,"3295017","26432"
2020-10-02,"3282541","29446","3421305","30515",89.07,"24583","3431","98140","2367",0.0287,0.0299,0.0776,0.0804,"3323165","28148"
2020-10-03,"3307795","25254","3447281","25976",89.75,"24707","124","100074","1934",0.029,0.0303,0.0745,0.0766,"3347207","24042"
2020-10-04,"3325513","17718","3465605","18324",90.22,"24794","87","102080","2006",0.0295,0.0307,0.1095,0.1132,"3363525","16318"
2020-10-05,"3348809","23296","3489641","24036",90.85,"32965","8171","104316","2236",0.0299,0.0312,0.093,0.096,"3385325","21800"
2020-10-06,"3381227","32418","3533697","44056",92,"39189","6224","107319","3003",0.0304,0.0317,0.0682,0.0926,"3426378","41053"
2020-10-07,"3423975","42748","3577810","44113",93.15,"46391","7202","111599","4280",0.0312,0.0326,0.097,0.1001,"3466211","39833"
2020-10-08,"3455011","31036","3608622","30812",93.95,"54769","8378","116338","4739",0.0322,0.0337,0.1538,0.1527,"3492284","26073"
2020-10-09,"3490970","35959","3636850","28228",94.68,"65575","10806","121638","5300",0.0334,0.0348,0.1878,0.1474,"3515212","22928"
2020-10-10,"3521257","30287","3668030","31180",95.49,"65918","343","125816","4178",0.0343,0.0357,0.134,0.1379,"3542214","27002"
2020-10-11,"3545486","24229","3693108","25078",96.15,"66103","185","130210","4394",0.0353,0.0367,0.1752,0.1814,"3562898","20684"
2020-10-12,"3577867","32381","3726959","33851",97.03,"90174","24071","135278","5068",0.0363,0.0378,0.1497,0.1565,"3591681","28783"
2020-10-13,"3620572","42705","3770811","43852",98.17,"106181","16007","141804","6526",0.0376,0.0392,0.1488,0.1528,"3629007","37326"
2020-10-14,"3682787","62215","3835329","64518",99.85,"123840","17659","149903","8099",0.0391,0.0407,0.1255,0.1302,"3685426","56419"
2020-10-15,"3732187","49400","3886154","50825",101.17,"143248","19408","157608","7705",0.0406,0.0422,0.1516,0.156,"3728546","43120"
2020-10-16,"3779791","47604","3935143","48989",102.45,"164843","21595","167230","9622",0.0425,0.0442,0.1964,0.2021,"3767913","39367"
2020-10-17,"3814664","34873","3972432","37289",103.42,"165417","574","175766","8536",0.0442,0.0461,0.2289,0.2448,"3796666","28753"
2020-10-18,"3850147","35483","4008471","36039",104.36,"165951","534","183248","7482",0.0457,0.0476,0.2076,0.2109,"3825223","28557"
2020-10-19,"3889947","39800","4050049","41578",105.44,"208995","43044","192539","9291",0.0475,0.0495,0.2235,0.2334,"3857510","32287"
2020-10-20,"3948032","58085","4109390","59341",106.98,"239791","30796","202579","10040",0.0493,0.0513,0.1692,0.1729,"3906811","49301"
2020-10-21,"3996745","48713","4159590","50200",108.29,"273898","34107","214686","12107",0.0516,0.0537,0.2412,0.2485,"3944904","38093"
2020-10-22,"4056555","59810","4221711","62121",109.91,"311270","37372","228318","13632",0.0541,0.0563,0.2194,0.2279,"3993393","48489"
2020-10-23,"4110475","53920","4277063","55352",111.35,"354852","43582","241946","13628",0.0566,0.0589,0.2462,0.2527,"4035117","41724"
2020-10-24,"4163105","52630","4330602","53539",112.74,"356009","1157","253688","11742",0.0586,0.0609,0.2193,0.2231,"4076914","41797"
2020-10-25,"4212348","49243","4381009","50407",114.06,"356685","676","263929","10241",0.0602,0.0627,0.2032,0.208,"4117080","40166"
2020-10-26,"4276444","64096","4447071","66062",115.78,"430425","73740","280229","16300",0.063,0.0655,0.2467,0.2543,"4166842","49762"
2020-10-27,"4335589","59145","4507678","60607",117.35,"483149","52724","299049","18820",0.0663,0.069,0.3105,0.3182,"4208629","41787"
2020-10-28,"4404544","68955","4575570","67892",119.12,"525646","42497","319205","20156",0.0698,0.0725,0.2969,0.2923,"4256365","47736"
2020-10-29,"4480103","75559","4653611","78041",121.15,"564481","38835","340834","21629",0.0732,0.0761,0.2771,0.2863,"4312777","56412"
2020-10-30,"4536794","56691","4713406","59795",122.71,"604402","39921","362731","21897",0.077,0.08,0.3662,0.3863,"4350675","37898"
2020-10-31,"4585135","48341","4763377","49971",124.01,"605157","755","379902","17171",0.0798,0.0829,0.3436,0.3552,"4383475","32800"
2020-11-01,"4649236","64101","4828389","65012",125.7,"605665","508","395480","15578",0.0819,0.0851,0.2396,0.243,"4432909","49434"
2020-11-02,"4712224","62988","4894181","65792",127.42,"672388","66723","414844","19364",0.0848,0.088,0.2943,0.3074,"4479337","46428"
2020-11-03,"4779914","67690","4963261","69080",129.21,"717981","45593","439536","24692",0.0886,0.092,0.3574,0.3648,"4523725","44388"
2020-11-04,"4845330","65416","5030381","67120",130.96,"756649","38668","466679","27143",0.0928,0.0963,0.4044,0.4149,"4563702","39977"
2020-11-05,"4919545","74215","5113336","82955",133.12,"792005","35356","493765","27086",0.0966,0.1004,0.3265,0.365,"4619571","55869"
2020-11-06,"4985060","65515","5180150","66814",134.86,"827541","35536","521640","27875",0.1007,0.1046,0.4172,0.4255,"4658510","38939"
2020-11-07,"5044824","59764","5241205","61055",136.45,"828260","719","546425","24785",0.1043,0.1083,0.4059,0.4147,"4694780","36270"
2020-11-08,"5086938","42114","5284661","43456",137.58,"828656","396","568138","21713",0.1075,0.1117,0.4997,0.5156,"4716523","21743"
2020-11-09,"5140451","53513","5339362","54701",139.01,"882970","54314","593592","25454",0.1112,0.1155,0.4653,0.4757,"4745770","29247"
2020-11-10,"5192470","52019","5392636","53274",140.39,"918601","35631","618813","25221",0.1148,0.1192,0.4734,0.4848,"4773823","28053"
2020-11-11,"5248818","56348","5449885","57249",141.88,"919026","425","641496","22683",0.1177,0.1222,0.3962,0.4026,"4808389","34566"
2020-11-12,"5304785","55967","5507437","57552",143.38,"958628","39602","665547","24051",0.1208,0.1255,0.4179,0.4297,"4841890","33501"
2020-11-13,"5359757","54972","5563521","56084",144.84,"990347","31719","691118","25571",0.1242,0.1289,0.4559,0.4652,"4872403","30513"
2020-11-14,"5405065","45308","5610128","46607",146.06,"990988","641","712972","21854",0.1271,0.1319,0.4689,0.4823,"4897156","24753"
2020-11-15,"5439161","34096","5645233","35105",146.97,"991537","549","733788","20816",0.13,0.1349,0.593,0.6105,"4911445","14289"
2020-11-16,"5480117","40956","5687216","41983",148.06,"1042302","50765","752940","19152",0.1324,0.1374,0.4562,0.4676,"4934276","22831"
2020-11-17,"5535846","55729","5744228","57012",149.55,"1072960","30658","772823","19883",0.1345,0.1396,0.3488,0.3568,"4971405","37129"
2020-11-18,"5592687","56841","5802239","58011",151.06,"1100118","27158","796798","23975",0.1373,0.1425,0.4133,0.4218,"5005441","34036"
