"","time_usec","domain","count"
"631",2020-03-06,"facebook.com",0
"632",2020-03-06,"instagram.com",0
"633",2020-03-08,"stackoverflow.com",1
"634",2020-03-08,"wikipedia.org",0
"635",2020-03-08,"github.com",24
"636",2020-03-08,"pw.edu.pl",10
"637",2020-03-08,"youtube.com",1
"638",2020-03-08,"google.com",34
"639",2020-03-08,"facebook.com",9
"640",2020-03-08,"instagram.com",0
"641",2020-03-09,"stackoverflow.com",7
"642",2020-03-09,"wikipedia.org",0
"643",2020-03-09,"github.com",144
"644",2020-03-09,"pw.edu.pl",3
"645",2020-03-09,"youtube.com",0
"646",2020-03-09,"google.com",69
"647",2020-03-09,"facebook.com",2
"648",2020-03-09,"instagram.com",0
"649",2020-03-10,"stackoverflow.com",2
"650",2020-03-10,"wikipedia.org",1
"651",2020-03-10,"github.com",71
"652",2020-03-10,"pw.edu.pl",8
"653",2020-03-10,"youtube.com",0
"654",2020-03-10,"google.com",26
"655",2020-03-10,"facebook.com",26
"656",2020-03-10,"instagram.com",0
"657",2020-03-11,"stackoverflow.com",1
"658",2020-03-11,"wikipedia.org",0
"659",2020-03-11,"github.com",35
"660",2020-03-11,"pw.edu.pl",1
"661",2020-03-11,"youtube.com",0
"662",2020-03-11,"google.com",10
"663",2020-03-11,"facebook.com",81
"664",2020-03-11,"instagram.com",0
"665",2020-03-12,"stackoverflow.com",0
"666",2020-03-12,"wikipedia.org",0
"667",2020-03-12,"github.com",0
"668",2020-03-12,"pw.edu.pl",0
"669",2020-03-12,"youtube.com",30
"670",2020-03-12,"google.com",0
"671",2020-03-12,"facebook.com",10
"672",2020-03-12,"instagram.com",0
"673",2020-03-13,"stackoverflow.com",0
"674",2020-03-13,"wikipedia.org",0
"675",2020-03-13,"github.com",0
"676",2020-03-13,"pw.edu.pl",0
"677",2020-03-13,"youtube.com",52
"678",2020-03-13,"google.com",10
"679",2020-03-13,"facebook.com",7
"680",2020-03-13,"instagram.com",0
"681",2020-03-14,"stackoverflow.com",0
"682",2020-03-14,"wikipedia.org",0
"683",2020-03-14,"github.com",0
"684",2020-03-14,"pw.edu.pl",0
"685",2020-03-14,"youtube.com",38
"686",2020-03-14,"google.com",5
"687",2020-03-14,"facebook.com",0
"688",2020-03-14,"instagram.com",0
"689",2020-03-15,"stackoverflow.com",0
"690",2020-03-15,"wikipedia.org",0
"691",2020-03-15,"github.com",4
"692",2020-03-15,"pw.edu.pl",0
"693",2020-03-15,"youtube.com",64
"694",2020-03-15,"google.com",15
"695",2020-03-15,"facebook.com",0
"696",2020-03-15,"instagram.com",0
"697",2020-03-16,"stackoverflow.com",3
"698",2020-03-16,"wikipedia.org",6
"699",2020-03-16,"github.com",0
"700",2020-03-16,"pw.edu.pl",137
"701",2020-03-16,"youtube.com",99
"702",2020-03-16,"google.com",123
"703",2020-03-16,"facebook.com",15
"704",2020-03-16,"instagram.com",0
"705",2020-03-17,"stackoverflow.com",5
"706",2020-03-17,"wikipedia.org",6
"707",2020-03-17,"github.com",19
"708",2020-03-17,"pw.edu.pl",47
"709",2020-03-17,"youtube.com",38
"710",2020-03-17,"google.com",78
"711",2020-03-17,"facebook.com",12
"712",2020-03-17,"instagram.com",0
"713",2020-03-18,"stackoverflow.com",0
"714",2020-03-18,"wikipedia.org",27
