"","time_usec","domain","count"
"530",2020-02-25,"wikipedia.org",0
"531",2020-02-25,"github.com",0
"532",2020-02-25,"pw.edu.pl",4
"533",2020-02-25,"youtube.com",16
"534",2020-02-25,"google.com",28
"535",2020-02-25,"facebook.com",13
"536",2020-02-25,"instagram.com",0
"537",2020-02-26,"stackoverflow.com",0
"538",2020-02-26,"wikipedia.org",3
"539",2020-02-26,"github.com",0
"540",2020-02-26,"pw.edu.pl",16
"541",2020-02-26,"youtube.com",51
"542",2020-02-26,"google.com",95
"543",2020-02-26,"facebook.com",2
"544",2020-02-26,"instagram.com",0
"545",2020-02-27,"stackoverflow.com",0
"546",2020-02-27,"wikipedia.org",4
"547",2020-02-27,"github.com",0
"548",2020-02-27,"pw.edu.pl",33
"549",2020-02-27,"youtube.com",71
"550",2020-02-27,"google.com",86
"551",2020-02-27,"facebook.com",12
"552",2020-02-27,"instagram.com",0
"553",2020-02-28,"stackoverflow.com",0
"554",2020-02-28,"wikipedia.org",1
"555",2020-02-28,"github.com",0
"556",2020-02-28,"pw.edu.pl",9
"557",2020-02-28,"youtube.com",37
"558",2020-02-28,"google.com",45
"559",2020-02-28,"facebook.com",16
"560",2020-02-28,"instagram.com",0
"561",2020-02-29,"stackoverflow.com",0
"562",2020-02-29,"wikipedia.org",7
"563",2020-02-29,"github.com",0
"564",2020-02-29,"pw.edu.pl",86
"565",2020-02-29,"youtube.com",97
"566",2020-02-29,"google.com",69
"567",2020-02-29,"facebook.com",66
"568",2020-02-29,"instagram.com",0
"569",2020-03-01,"stackoverflow.com",0
"570",2020-03-01,"wikipedia.org",14
"571",2020-03-01,"github.com",0
"572",2020-03-01,"pw.edu.pl",40
"573",2020-03-01,"youtube.com",112
"574",2020-03-01,"google.com",54
"575",2020-03-01,"facebook.com",35
"576",2020-03-01,"instagram.com",0
"577",2020-03-02,"stackoverflow.com",0
"578",2020-03-02,"wikipedia.org",0
"579",2020-03-02,"github.com",0
"580",2020-03-02,"pw.edu.pl",0
"581",2020-03-02,"youtube.com",51
"582",2020-03-02,"google.com",46
"583",2020-03-02,"facebook.com",16
"584",2020-03-02,"instagram.com",0
"585",2020-03-03,"stackoverflow.com",0
"586",2020-03-03,"wikipedia.org",5
"587",2020-03-03,"github.com",0
"588",2020-03-03,"pw.edu.pl",26
"589",2020-03-03,"youtube.com",62
"590",2020-03-03,"google.com",81
"591",2020-03-03,"facebook.com",9
"592",2020-03-03,"instagram.com",0
"593",2020-03-04,"stackoverflow.com",0
"594",2020-03-04,"wikipedia.org",2
"595",2020-03-04,"github.com",0
"596",2020-03-04,"pw.edu.pl",0
"597",2020-03-04,"youtube.com",75
"598",2020-03-04,"google.com",155
"599",2020-03-04,"facebook.com",14
"600",2020-03-04,"instagram.com",0
"601",2020-03-05,"stackoverflow.com",0
"602",2020-03-05,"wikipedia.org",3
"603",2020-03-05,"github.com",0
"604",2020-03-05,"pw.edu.pl",4
"605",2020-03-05,"youtube.com",46
"606",2020-03-05,"google.com",30
"607",2020-03-05,"facebook.com",16
"608",2020-03-05,"instagram.com",0
"609",2020-03-06,"stackoverflow.com",0
"610",2020-03-06,"wikipedia.org",0
"611",2020-03-06,"github.com",0
"612",2020-03-06,"pw.edu.pl",3
"613",2020-03-06,"youtube.com",197
"614",2020-03-06,"google.com",44
"615",2020-03-06,"facebook.com",4
"616",2020-03-06,"instagram.com",0
"617",2020-03-07,"stackoverflow.com",0
"618",2020-03-07,"wikipedia.org",13
"619",2020-03-07,"github.com",0
"620",2020-03-07,"pw.edu.pl",9
"621",2020-03-07,"youtube.com",138
"622",2020-03-07,"google.com",131
"623",2020-03-07,"facebook.com",6
"624",2020-03-07,"instagram.com",0
"625",2020-03-08,"stackoverflow.com",0
"626",2020-03-08,"wikipedia.org",1
"627",2020-03-08,"github.com",0
"628",2020-03-08,"pw.edu.pl",98
"629",2020-03-08,"youtube.com",155
"630",2020-03-08,"google.com",139
"631",2020-03-08,"facebook.com",50
"632",2020-03-08,"instagram.com",0
"633",2020-03-09,"stackoverflow.com",0
"634",2020-03-09,"wikipedia.org",1
"635",2020-03-09,"github.com",0
"636",2020-03-09,"pw.edu.pl",3
"637",2020-03-09,"youtube.com",30
"638",2020-03-09,"google.com",58
"639",2020-03-09,"facebook.com",7
"640",2020-03-09,"instagram.com",0
"641",2020-03-10,"stackoverflow.com",0
"642",2020-03-10,"wikipedia.org",1
"643",2020-03-10,"github.com",0
"644",2020-03-10,"pw.edu.pl",0
"645",2020-03-10,"youtube.com",66
"646",2020-03-10,"google.com",41
"647",2020-03-10,"facebook.com",23
"648",2020-03-10,"instagram.com",0
"649",2020-03-11,"stackoverflow.com",0
"650",2020-03-11,"wikipedia.org",0
"651",2020-03-11,"github.com",0
"652",2020-03-11,"pw.edu.pl",0
"653",2020-03-11,"youtube.com",118
"654",2020-03-11,"google.com",26
"655",2020-03-11,"facebook.com",16
"656",2020-03-11,"instagram.com",0
"657",2020-03-12,"stackoverflow.com",0
"658",2020-03-12,"wikipedia.org",15
"659",2020-03-12,"github.com",0
"660",2020-03-12,"pw.edu.pl",40
"661",2020-03-12,"youtube.com",77
"662",2020-03-12,"google.com",156
"663",2020-03-12,"facebook.com",43
"664",2020-03-12,"instagram.com",0
"665",2020-03-13,"stackoverflow.com",0
"666",2020-03-13,"wikipedia.org",4
"667",2020-03-13,"github.com",0
"668",2020-03-13,"pw.edu.pl",32
"669",2020-03-13,"youtube.com",95
"670",2020-03-13,"google.com",90
"671",2020-03-13,"facebook.com",31
"672",2020-03-13,"instagram.com",0
"673",2020-03-14,"stackoverflow.com",0
"674",2020-03-14,"wikipedia.org",5
"675",2020-03-14,"github.com",11
"676",2020-03-14,"pw.edu.pl",12
"677",2020-03-14,"youtube.com",153
"678",2020-03-14,"google.com",224
"679",2020-03-14,"facebook.com",26
"680",2020-03-14,"instagram.com",0
"681",2020-03-15,"stackoverflow.com",0
"682",2020-03-15,"wikipedia.org",6
"683",2020-03-15,"github.com",0
"684",2020-03-15,"pw.edu.pl",34
"685",2020-03-15,"youtube.com",127
"686",2020-03-15,"google.com",123
"687",2020-03-15,"facebook.com",23
"688",2020-03-15,"instagram.com",0
"689",2020-03-16,"stackoverflow.com",0
"690",2020-03-16,"wikipedia.org",11
"691",2020-03-16,"github.com",0
"692",2020-03-16,"pw.edu.pl",7
"693",2020-03-16,"youtube.com",143
"694",2020-03-16,"google.com",163
"695",2020-03-16,"facebook.com",20
"696",2020-03-16,"instagram.com",0
"697",2020-03-17,"stackoverflow.com",0
"698",2020-03-17,"wikipedia.org",11
"699",2020-03-17,"github.com",1
"700",2020-03-17,"pw.edu.pl",19
"701",2020-03-17,"youtube.com",114
"702",2020-03-17,"google.com",168
"703",2020-03-17,"facebook.com",32
"704",2020-03-17,"instagram.com",0
"705",2020-03-18,"stackoverflow.com",0
"706",2020-03-18,"wikipedia.org",6
"707",2020-03-18,"github.com",10
"708",2020-03-18,"pw.edu.pl",21
"709",2020-03-18,"youtube.com",100
"710",2020-03-18,"google.com",122
"711",2020-03-18,"facebook.com",7
"712",2020-03-18,"instagram.com",0
"713",2020-03-19,"stackoverflow.com",0
