Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19246028,SDGAIRBOD,COUNTRY,HND,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,5[ 4–6],4.89646,3.87372,6.05385,,2018-05-28T14:23:25.643+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246031,SDGAIRBOD,COUNTRY,HRV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,3[ 2–5],3.25585,1.57404,5.37452,,2018-05-28T14:23:25.74+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246040,SDGAIRBOD,COUNTRY,HRV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,44[ 29–64],44.02491,29.22461,64.0771,,2018-05-28T14:23:26.04+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246043,SDGAIRBOD,COUNTRY,HRV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,11[ 5–20],10.85849,5.21821,19.95617,,2018-05-28T14:23:26.133+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246046,SDGAIRBOD,COUNTRY,HRV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,18[ 11–33],18.47261,10.53743,32.65976,,2018-05-28T14:23:26.233+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246049,SDGAIRBOD,COUNTRY,HTI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,39[ 33–44],39.00788,32.9445,44.00999,,2018-05-28T14:23:26.347+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246058,SDGAIRBOD,COUNTRY,HTI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,47[ 42–52],47.06211,41.78761,52.38994,,2018-05-28T14:23:26.67+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246061,SDGAIRBOD,COUNTRY,HTI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,3[ 2–3],2.59057,2.0748,3.04869,,2018-05-28T14:23:26.77+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246064,SDGAIRBOD,COUNTRY,HTI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,29[ 25–33],29.34123,25.48763,33.33459,,2018-05-28T14:23:26.863+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246067,SDGAIRBOD,COUNTRY,HUN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,2[ 1–3],1.86265,0.83619,3.10477,,2018-05-28T14:23:27.06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246076,SDGAIRBOD,COUNTRY,HUN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,52[ 36–68],51.83737,36.26189,67.70344,,2018-05-28T14:23:27.367+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246079,SDGAIRBOD,COUNTRY,HUN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,9[ 4–14],8.64362,4.44208,13.9466,,2018-05-28T14:23:27.46+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246082,SDGAIRBOD,COUNTRY,HUN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,11[ 7–19],10.83558,6.77471,18.52275,,2018-05-28T14:23:27.543+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246085,SDGAIRBOD,COUNTRY,IDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,8[ 6–10],8.28681,6.14613,10.46306,,2018-05-28T14:23:27.64+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246094,SDGAIRBOD,COUNTRY,IDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,35[ 28–43],35.22433,27.54333,42.61654,,2018-05-28T14:23:27.903+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246097,SDGAIRBOD,COUNTRY,IDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,5[ 3–6],4.61411,2.94089,6.24388,,2018-05-28T14:23:27.99+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246100,SDGAIRBOD,COUNTRY,IDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,23[ 18–30],23.32716,17.68196,29.6571,,2018-05-28T14:23:28.09+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246103,SDGAIRBOD,COUNTRY,IND,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,30[ 24–35],29.86407,23.84033,34.84847,,2018-05-28T14:23:28.18+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246112,SDGAIRBOD,COUNTRY,IND,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,49[ 41–57],49.3669,41.45633,56.9571,,2018-05-28T14:23:28.447+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246115,SDGAIRBOD,COUNTRY,IND,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,4[ 3–5],3.77262,2.83888,4.56559,,2018-05-28T14:23:28.537+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246118,SDGAIRBOD,COUNTRY,IND,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,19[ 16–23],19.11145,15.50865,23.00114,,2018-05-28T14:23:28.61+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246121,SDGAIRBOD,COUNTRY,IRL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,2[ 0–4],1.83544,0.36741,4.27563,,2018-05-28T14:23:28.69+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246130,SDGAIRBOD,COUNTRY,IRL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,10[ 6–14],9.8594,6.3305,13.79442,,2018-05-28T14:23:28.983+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246133,SDGAIRBOD,COUNTRY,IRL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2[ 1–3],1.82588,0.72174,3.41763,,2018-05-28T14:23:29.08+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246136,SDGAIRBOD,COUNTRY,IRL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,3[ 1–7],2.74808,1.14578,6.86524,,2018-05-28T14:23:29.173+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246139,SDGAIRBOD,COUNTRY,IRN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,4[ 3–5],3.56011,2.61207,4.62431,,2018-05-28T14:23:29.273+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246148,SDGAIRBOD,COUNTRY,IRN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,21[ 17–26],21.1658,16.65542,26.095,,2018-05-28T14:23:29.547+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246151,SDGAIRBOD,COUNTRY,IRN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 1–2],1.2433,0.75971,1.79848,,2018-05-28T14:23:29.643+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246154,SDGAIRBOD,COUNTRY,IRN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,6[ 4–7],5.61743,4.14584,7.48551,,2018-05-28T14:23:29.737+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246157,SDGAIRBOD,COUNTRY,IRQ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,7[ 6–9],7.31029,5.71405,9.13555,,2018-05-28T14:23:29.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246166,SDGAIRBOD,COUNTRY,IRQ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,19[ 16–23],18.89327,15.71036,22.68967,,2018-05-28T14:23:30.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246169,SDGAIRBOD,COUNTRY,IRQ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2[ 1–2],1.78254,1.17523,2.40875,,2018-05-28T14:23:30.173+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246172,SDGAIRBOD,COUNTRY,IRQ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,6[ 5–7],5.55995,4.565,6.82086,,2018-05-28T14:23:30.29+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246175,SDGAIRBOD,COUNTRY,ISL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,1[ 0–3],1.04635,0.14776,2.74571,,2018-05-28T14:23:30.43+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246184,SDGAIRBOD,COUNTRY,ISL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,10[ 5–15],9.65521,5.05348,15.39179,,2018-05-28T14:23:30.81+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246187,SDGAIRBOD,COUNTRY,ISL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 0–3],1.24179,0.34993,2.6011,,2018-05-28T14:23:30.893+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246190,SDGAIRBOD,COUNTRY,ISL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,2[ 1–7],2.37805,0.83112,7.33949,,2018-05-28T14:23:30.987+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246193,SDGAIRBOD,COUNTRY,ISR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,5[ 3–8],5.09469,2.67148,7.91986,,2018-05-28T14:23:31.073+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246202,SDGAIRBOD,COUNTRY,ISR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,8[ 6–11],8.10494,5.52243,10.80741,,2018-05-28T14:23:31.377+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246205,SDGAIRBOD,COUNTRY,ISR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,3[ 2–5],2.93983,1.57078,4.59875,,2018-05-28T14:23:31.483+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246208,SDGAIRBOD,COUNTRY,ISR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,3[ 2–6],3.16866,1.76427,5.78811,,2018-05-28T14:23:31.573+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246211,SDGAIRBOD,COUNTRY,ITA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,4[ 2–6],3.52536,1.67785,5.7935,,2018-05-28T14:23:31.66+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246220,SDGAIRBOD,COUNTRY,ITA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,22[ 14–30],21.69694,13.64333,30.46408,,2018-05-28T14:23:31.953+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246223,SDGAIRBOD,COUNTRY,ITA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,6[ 3–9],5.53033,2.86792,8.87069,,2018-05-28T14:23:32.05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246226,SDGAIRBOD,COUNTRY,ITA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,10[ 4–21],9.65961,4.28589,20.94575,,2018-05-28T14:23:32.15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246229,SDGAIRBOD,COUNTRY,JAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,4[ 2–6],4.10904,2.29288,6.00354,,2018-05-28T14:23:32.247+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246238,SDGAIRBOD,COUNTRY,JAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,11[ 8–15],10.91855,7.74639,14.76138,,2018-05-28T14:23:32.56+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246241,SDGAIRBOD,COUNTRY,JAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,3[ 1–4],2.70592,1.31187,4.45058,,2018-05-28T14:23:32.65+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246244,SDGAIRBOD,COUNTRY,JAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,10[ 6–16],10.3281,6.4783,16.30481,,2018-05-28T14:23:32.74+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246247,SDGAIRBOD,COUNTRY,JOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,3[ 2–5],3.41126,2.38474,4.59574,,2018-05-28T14:23:32.823+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246256,SDGAIRBOD,COUNTRY,JOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,15[ 12–18],15.15025,12.44995,17.96288,,2018-05-28T14:23:33.1+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246259,SDGAIRBOD,COUNTRY,JOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 1–2],1.12094,0.66153,1.66306,,2018-05-28T14:23:33.207+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246262,SDGAIRBOD,COUNTRY,JOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,5[ 4–6],4.82836,3.73446,6.27284,,2018-05-28T14:23:33.31+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246265,SDGAIRBOD,COUNTRY,JPN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,12[ 4–23],11.92491,3.99383,23.05428,,2018-05-28T14:23:33.427+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246274,SDGAIRBOD,COUNTRY,JPN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,12[ 8–17],12.3576,7.78694,17.4291,,2018-05-28T14:23:33.78+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246277,SDGAIRBOD,COUNTRY,JPN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,4[ 2–7],4.23002,1.97491,7.19416,,2018-05-28T14:23:33.877+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246280,SDGAIRBOD,COUNTRY,JPN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,8[ 4–18],8.15435,3.76607,18.18785,,2018-05-28T14:23:33.97+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246283,SDGAIRBOD,COUNTRY,KAZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,3[ 1–5],2.62458,1.09154,4.86685,,2018-05-28T14:23:34.057+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246292,SDGAIRBOD,COUNTRY,KAZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,35[ 24–50],35.20287,24.44209,49.93787,,2018-05-28T14:23:34.4+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246295,SDGAIRBOD,COUNTRY,KAZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2[ 1–5],2.48726,1.03217,5.27494,,2018-05-28T14:23:34.51+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246298,SDGAIRBOD,COUNTRY,KAZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,11[ 7–17],11.28287,7.41661,17.26344,,2018-05-28T14:23:34.62+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246301,SDGAIRBOD,COUNTRY,KEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,25[ 21–29],25.14993,21.08995,28.52458,,2018-05-28T14:23:34.727+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246310,SDGAIRBOD,COUNTRY,KEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,6[ 5–7],5.9149,5.05884,6.78441,,2018-05-28T14:23:35.06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246313,SDGAIRBOD,COUNTRY,KEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 0–1],0.54902,0.42844,0.65402,,2018-05-28T14:23:35.153+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246316,SDGAIRBOD,COUNTRY,KEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,5[ 4–6],5.21749,4.44107,6.08996,,2018-05-28T14:23:35.25+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246319,SDGAIRBOD,COUNTRY,KGZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,5[ 3–8],5.39693,3.12339,7.74865,,2018-05-28T14:23:35.347+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246328,SDGAIRBOD,COUNTRY,KGZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,43[ 30–59],43.31495,30.35955,58.57023,,2018-05-28T14:23:35.687+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246331,SDGAIRBOD,COUNTRY,KGZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2[ 1–3],2.22463,1.02607,3.49281,,2018-05-28T14:23:35.793+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246334,SDGAIRBOD,COUNTRY,KGZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,16[ 10–22],15.56906,10.33241,21.76991,,2018-05-28T14:23:35.897+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246337,SDGAIRBOD,COUNTRY,KHM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,29[ 24–33],28.73121,24.22758,32.62744,,2018-05-28T14:23:36.01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246346,SDGAIRBOD,COUNTRY,KHM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,21[ 18–24],20.94596,18.20621,23.5476,,2018-05-28T14:23:36.29+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246349,SDGAIRBOD,COUNTRY,KHM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,4[ 3–5],4.36727,3.30614,5.29252,,2018-05-28T14:23:36.38+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246352,SDGAIRBOD,COUNTRY,KHM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,25[ 21–29],24.92421,21.06947,28.73576,,2018-05-28T14:23:36.48+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246355,SDGAIRBOD,COUNTRY,KIR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,26[ 22–30],26.26778,22.2242,29.71283,,2018-05-28T14:23:36.56+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246364,SDGAIRBOD,COUNTRY,KIR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,26[ 23–29],25.93214,22.80021,28.8405,,2018-05-28T14:23:36.88+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246367,SDGAIRBOD,COUNTRY,KIR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,5[ 4–6],5.11786,4.06661,6.08868,,2018-05-28T14:23:36.977+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246370,SDGAIRBOD,COUNTRY,KIR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,22[ 19–25],22.28032,19.41694,25.44427,,2018-05-28T14:23:37.08+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246391,SDGAIRBOD,COUNTRY,KOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,9[ 5–14],8.63734,4.93894,13.79676,,2018-05-28T14:23:37.77+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246400,SDGAIRBOD,COUNTRY,KOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,8[ 6–11],8.16796,5.90017,11.1538,,2018-05-28T14:23:38.057+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246403,SDGAIRBOD,COUNTRY,KOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,6[ 3–11],6.30595,3.23126,10.96591,,2018-05-28T14:23:38.167+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246406,SDGAIRBOD,COUNTRY,KOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,7[ 5–11],7.08588,4.71908,11.14921,,2018-05-28T14:23:38.26+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246409,SDGAIRBOD,COUNTRY,KWT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,9[ 7–11],9.0548,7.14195,11.03579,,2018-05-28T14:23:38.367+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246418,SDGAIRBOD,COUNTRY,KWT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,20[ 18–23],20.33382,17.51051,23.16772,,2018-05-28T14:23:38.727+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246421,SDGAIRBOD,COUNTRY,KWT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1[ 1–2],1.49334,0.99099,1.99738,,2018-05-28T14:23:38.853+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246424,SDGAIRBOD,COUNTRY,KWT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,4[ 4–5],4.17053,3.52073,4.83148,,2018-05-28T14:23:38.943+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246427,SDGAIRBOD,COUNTRY,LAO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,30[ 25–33],29.58815,25.08993,33.39213,,2018-05-28T14:23:39.013+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246436,SDGAIRBOD,COUNTRY,LAO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,38[ 33–42],37.58044,33.07671,41.8611,,2018-05-28T14:23:39.29+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246439,SDGAIRBOD,COUNTRY,LAO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,4[ 3–5],4.42933,3.4377,5.27728,,2018-05-28T14:23:39.373+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246442,SDGAIRBOD,COUNTRY,LAO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,26[ 23–30],26.48838,22.55922,30.37297,,2018-05-28T14:23:39.487+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246445,SDGAIRBOD,COUNTRY,LBN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,2[ 2–3],2.46248,1.68581,3.30291,,2018-05-28T14:23:39.59+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246454,SDGAIRBOD,COUNTRY,LBN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,38[ 30–46],38.14304,29.85648,46.4102,,2018-05-28T14:23:39.957+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246457,SDGAIRBOD,COUNTRY,LBN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,3[ 2–4],2.78614,1.63905,4.07408,,2018-05-28T14:23:40.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246460,SDGAIRBOD,COUNTRY,LBN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,4[ 3–6],4.4551,3.2655,6.1689,,2018-05-28T14:23:40.187+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246463,SDGAIRBOD,COUNTRY,LBR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,45[ 39–51],45.42527,38.60669,51.14905,,2018-05-28T14:23:40.273+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19246472,SDGAIRBOD,COUNTRY,LBR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,20[ 18–23],20.48607,17.90437,23.11098,,2018-05-28T14:23:40.557+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
