Zmienna;Jednostka terytorialna;Jednostka;Rodzaj obiektu noclegowego;Kraj turysty;Rok;Miesi¹c;Wartoœæ
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2020;1;7552
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2020;1;68403
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2020;1;8107
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2020;1;13446
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2020;1;2314
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2020;1;6199
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2020;1;19859
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2020;1;917
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2020;1;8341
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2020;1;146428
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2020;1;39408
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2020;1;9095
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2020;1;105326
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2020;1;38928
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2020;1;3805083
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2020;1;893566
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2020;1;4589
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2020;1;5873
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2020;1;9445
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2020;1;19049
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2020;1;1899
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2020;1;1934
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2020;1;7529
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2020;1;842
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2020;1;14879
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2020;1;12745
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2020;1;2443
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2020;1;8494
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2020;1;22730
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2020;1;5061
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2020;1;12780
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2020;1;15614
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2020;1;576
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2020;1;3920
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2020;1;9731
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2020;1;24912
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2020;1;5342
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2020;1;6043
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2020;1;11990
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2020;1;523
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2020;1;4990
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2020;1;1750
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2020;1;221929
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2020;1;20276
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2020;1;2911517
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2020;1;4295
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2020;1;7267
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2020;1;60549
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2020;1;7555
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2020;1;11409
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2020;1;2132
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2020;1;6074
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2020;1;19041
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2020;1;811
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2020;1;4784
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2020;1;93304
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2020;1;36906
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2020;1;7987
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2020;1;96611
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2020;1;36246
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2020;2;6199527
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2020;2;1095477
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2020;2;2179
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2020;2;6884
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2020;2;11779
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2020;2;16089
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2020;2;2378
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2020;2;2134
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2020;2;6645
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2020;2;833
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2020;2;20141
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2020;2;14964
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2020;2;3258
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2020;2;9243
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2020;2;32595
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2020;2;3694
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2020;2;16981
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2020;2;23235
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2020;2;356
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2020;2;4664
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2020;2;13258
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2020;2;18659
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2020;2;5590
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2020;2;2889
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2020;2;14430
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2020;2;498
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2020;2;4469
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2020;2;1255
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2020;2;339629
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2020;2;27073
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2020;2;5104050
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2020;2;5986
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2020;2;7165
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2020;2;29720
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2020;2;7003
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2020;2;19024
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2020;2;1841
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2020;2;5884
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2020;2;20335
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2020;2;803
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2020;2;6671
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2020;2;122382
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2020;2;35863
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2020;2;11258
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2020;2;132677
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2020;2;33996
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2020;2;3975676
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2020;2;896786
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2020;2;1813
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2020;2;6557
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2020;2;11186
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2020;2;12382
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2020;2;1986
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2020;2;1978
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2020;2;6139
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2020;2;818
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2020;2;18402
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2020;2;14368
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2020;2;3147
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2020;2;8828
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2020;2;27432
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2020;2;3454
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2020;2;15410
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2020;2;20821
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2020;2;241
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2020;2;4000
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2020;2;12441
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2020;2;17828
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2020;2;4961
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2020;2;2472
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2020;2;12697
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2020;2;495
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2020;2;4151
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2020;2;1179
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2020;2;254750
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2020;2;26418
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2020;2;3078890
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2020;2;5433
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2020;2;6800
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2020;2;26347
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2020;2;6574
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2020;2;16354
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2020;2;1713
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2020;2;5559
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2020;2;19349
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2020;2;751
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2020;2;4572
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2020;2;72100
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2020;2;33211
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2020;2;9808
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2020;2;122643
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2020;2;31606
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2020;3;2451511
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2020;3;473360
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2020;3;855
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2020;3;2415
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2020;3;3638
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2020;3;6332
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2020;3;1019
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2020;3;1208
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2020;3;1680
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2020;3;311
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2020;3;9745
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2020;3;5375
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2020;3;927
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2020;3;3283
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2020;3;9444
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2020;3;965
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2020;3;7121
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2020;3;8111
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2020;3;61
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2020;3;1526
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2020;3;4451
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2020;3;2603
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2020;3;2383
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2020;3;1116
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2020;3;4797
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2020;3;194
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2020;3;1450
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2020;3;449
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2020;3;137982
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2020;3;10108
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2020;3;1978151
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2020;3;2791
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2020;3;5006
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2020;3;13469
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2020;3;2984
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2020;3;7957
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2020;3;822
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2020;3;1921
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2020;3;6709
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2020;3;180
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2020;3;2858
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2020;3;94700
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2020;3;14020
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2020;3;2681
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2020;3;54384
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2020;3;6537
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2020;3;1501279
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2020;3;363977
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2020;3;686
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2020;3;2249
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2020;3;3524
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2020;3;4265
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2020;3;865
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2020;3;1023
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2020;3;1250
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2020;3;287
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2020;3;8837
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2020;3;5187
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2020;3;837
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2020;3;3142
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2020;3;7616
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2020;3;906
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2020;3;6328
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2020;3;7449
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2020;3;44
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2020;3;1078
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2020;3;4262
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2020;3;2456
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2020;3;2307
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2020;3;1006
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2020;3;4461
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2020;3;191
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2020;3;1389
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2020;3;397
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2020;3;100003
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2020;3;9816
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2020;3;1137302
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2020;3;2591
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2020;3;4918
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2020;3;11568
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2020;3;2672
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2020;3;7461
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2020;3;780
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2020;3;1822
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2020;3;6381
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2020;3;151
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2020;3;1500
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2020;3;53236
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2020;3;12633
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2020;3;2436
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2020;3;49843
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2020;3;6102
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2020;4;326189
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2020;4;83695
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2020;4;29
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2020;4;4
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2020;4;83
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2020;4;1994
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2020;4;300
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2020;4;203
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2020;4;497
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2020;4;0
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2020;4;519
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2020;4;14
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2020;4;5
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2020;4;11
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2020;4;230
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2020;4;27
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2020;4;330
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2020;4;129
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2020;4;0
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2020;4;528
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2020;4;118
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2020;4;8
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2020;4;762
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2020;4;41
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2020;4;208
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2020;4;0
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2020;4;164
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2020;4;0
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2020;4;932
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2020;4;79
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2020;4;242494
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2020;4;769
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2020;4;6022
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2020;4;751
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2020;4;29
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2020;4;75
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2020;4;123
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2020;4;31
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2020;4;121
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2020;4;5
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2020;4;2460
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2020;4;55614
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2020;4;1486
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2020;4;226
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2020;4;234
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2020;4;518
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2020;4;232388
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2020;4;49292
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2020;4;29
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2020;4;4
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2020;4;78
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2020;4;511
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2020;4;300
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2020;4;203
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2020;4;227
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2020;4;0
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2020;4;471
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2020;4;14
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2020;4;5
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2020;4;11
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2020;4;201
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2020;4;27
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2020;4;300
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2020;4;129
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2020;4;0
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2020;4;148
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2020;4;118
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2020;4;8
